context_length,horizon,batch_size,starting_capital,threshold,fee_rate,runtime_seconds,model_path,equity_no_tc,equity_tc,fee,cum_fee,final_equity_no_tc,final_equity_tc,total_fees_paid,arc,asd,mdd,ir_star,ir_starstar,pct_long,pct_short,pct_flat,trades_long,trades_short,trades_flat,trades_total,run_name
512,3,8,100000.0,0.005,0.001,60.35112620820291,Datadog/Toto-Open-Base-1.0,383817.78544678295,11324.918183785257,0.0,169529.93332855953,383817.78544678295,11324.918183785257,169529.93332855953,2.466051803214801,0.6945173068949297,0.2190543547866035,3.550742045925543,39.97324697623769,0.23521349499209276,0.22920400632577753,0.5355824986821297,865,896,1360,3121,ctx512_h3
