timestamp,y_true,eq_step1_thr0.010_no_tc,eq_step1_thr0.010_tc,eq_step1_thr0.015_no_tc,eq_step1_thr0.015_tc,eq_step1_thr0.020_no_tc,eq_step1_thr0.020_tc,eq_step1_thr0.025_no_tc,eq_step1_thr0.025_tc,eq_step1_thr0.030_no_tc,eq_step1_thr0.030_tc
2018-01-06 08:00:00,16547.810546875,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0
2018-01-06 09:00:00,16590.259765625,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0
2018-01-06 10:00:00,16612.7109375,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0
2018-01-06 11:00:00,16529.599609375,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0
2018-01-06 12:00:00,16514.419921875,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0
2018-01-06 13:00:00,16419.900390625,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0
2018-01-06 14:00:00,16353.990234375,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0
2018-01-06 15:00:00,16688.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0
2018-01-06 16:00:00,16546.26953125,100849.29571398611,100748.44641827213,100849.29571398611,100748.44641827213,100849.29571398611,100748.44641827213,100000.0,100000.0,100000.0,100000.0
2018-01-06 17:00:00,16281.1201171875,100849.29571398611,100647.69797185385,100849.29571398611,100647.69797185385,100849.29571398611,100647.69797185385,100000.0,100000.0,100000.0,100000.0
2018-01-06 18:00:00,16281.6201171875,100852.39283798581,100550.13811579798,100852.39283798581,100550.13811579798,100849.29571398611,100647.69797185385,100000.0,100000.0,100000.0,100000.0
2018-01-06 19:00:00,16477.880859375,100852.39283798581,100449.58797768218,100852.39283798581,100449.58797768218,100849.29571398611,100647.69797185385,100000.0,100000.0,100000.0,100000.0
2018-01-06 20:00:00,16592.529296875,100150.69039483258,99650.93744875611,100852.39283798581,100449.58797768218,100849.29571398611,100647.69797185385,100000.0,100000.0,100000.0,100000.0
2018-01-06 21:00:00,16853.990234375,100150.69039483258,99551.28651130736,100852.39283798581,100449.58797768218,100849.29571398611,100647.69797185385,100000.0,100000.0,100000.0,100000.0
2018-01-06 22:00:00,16838.529296875,100242.56321208496,99542.9668584445,100852.39283798581,100449.58797768218,100849.29571398611,100647.69797185385,100000.0,100000.0,100000.0,100000.0
2018-01-06 23:00:00,16772.830078125,100242.56321208496,99443.42389158606,100852.39283798581,100449.58797768218,100849.29571398611,100647.69797185385,100000.0,100000.0,100000.0,100000.0
2018-01-07 00:00:00,16661.19921875,100242.56321208496,99443.42389158606,100852.39283798581,100449.58797768218,100849.29571398611,100647.69797185385,100000.0,100000.0,100000.0,100000.0
2018-01-07 01:00:00,16840.119140625,100242.56321208496,99443.42389158606,100852.39283798581,100449.58797768218,100849.29571398611,100647.69797185385,100000.0,100000.0,100000.0,100000.0
2018-01-07 02:00:00,16843.0,100225.41459659168,99326.9855738288,100852.39283798581,100449.58797768218,100849.29571398611,100647.69797185385,100000.0,100000.0,100000.0,100000.0
2018-01-07 03:00:00,17060.76953125,100225.41459659168,99227.65858825497,100852.39283798581,100449.58797768218,100849.29571398611,100647.69797185385,100000.0,100000.0,100000.0,100000.0
2018-01-07 04:00:00,17149.669921875,99703.15922634772,98611.89173045012,100852.39283798581,100449.58797768218,100849.29571398611,100647.69797185385,100000.0,100000.0,100000.0,100000.0
