context_length,horizon,num_samples,starting_capital,threshold,fee_rate,runtime_seconds,model_path,equity_no_tc,equity_tc,fee,cum_fee,final_equity_no_tc,final_equity_tc,total_fees_paid,arc,asd,mdd,ir_star,ir_starstar,pct_long,pct_short,pct_flat,trades_long,trades_short,trades_flat,trades_total,data_rows,n_windows,device,run_name,model_family,source_path,variant,roi_no_tc,roi_tc,fee_impact,fee_ratio_vs_start,runtime_minutes,prediction_length,scale_inputs,normalize_inputs
256,5,,100000.0,0.01,0.001,759.2947427500039,,198043.90090151568,19907.997295982557,0.0,99891.60082007616,198043.90090151568,19907.997295982557,99891.60082007616,0.8497254175146114,0.5282762638890397,0.3181296939940723,1.6084868384188649,4.296273426043952,0.0825546770715679,0.0620186877502823,0.8554266351781497,625.0,523.0,930.0,2078.0,,,,ctx256_h5_normTrue,timesfm,timesfm-results/ctx256_h5_normTrue/summary_row.csv,summary,0.9804390090151567,-0.8009200270401744,178135.90360553312,0.9989160082007615,12.654912379166733,,,True
256,3,,100000.0,0.01,0.001,757.5878254160052,,198043.90090151568,19907.997295982557,0.0,99891.60082007616,198043.90090151568,19907.997295982557,99891.60082007616,0.8494918525574353,0.5282220415198804,0.3181296939940723,1.6082097788141303,4.294352680989454,0.0825377271327379,0.0620059542141463,0.8554563186531157,625.0,523.0,930.0,2078.0,,,,ctx256_h3_normTrue,timesfm,timesfm-results/ctx256_h3_normTrue/summary_row.csv,summary,0.9804390090151567,-0.8009200270401744,178135.90360553312,0.9989160082007615,12.62646375693342,,,True
256,1,,100000.0,0.01,0.001,742.9327469999553,,198043.90090151568,19907.997295982557,0.0,99891.60082007616,198043.90090151568,19907.997295982557,99891.60082007616,0.8492584129647285,0.5281678358434745,0.3181296939940723,1.6079328488613438,4.292433322503003,0.082520784152725,0.0619932259057785,0.8554859899414965,625.0,523.0,930.0,2078.0,,,,ctx256_h1_normTrue,timesfm,timesfm-results/ctx256_h1_normTrue/summary_row.csv,summary,0.9804390090151567,-0.8009200270401744,178135.90360553312,0.9989160082007615,12.382212449999255,,,True
256,20,,100000.0,0.01,0.001,762.5067723750253,,198043.90090151568,19907.997295982557,0.0,99891.60082007616,198043.90090151568,19907.997295982557,99891.60082007616,0.8514811607108179,0.5286834646052296,0.3181296939940723,1.6105689277545738,4.310723349310469,0.0826820238584944,0.0621143562320032,0.8552036199095022,625.0,523.0,930.0,2078.0,,,,ctx256_h20_normTrue,timesfm,timesfm-results/ctx256_h20_normTrue/summary_row.csv,summary,0.9804390090151567,-0.8009200270401744,178135.90360553312,0.9989160082007615,12.708446206250422,,,True
512,3,,100000.0,0.005,0.001,40.15630108299956,ibm-granite/granite-timeseries-ttm-r2,193682.65058140695,8545.081449792595,8.539898338042446,131406.70402492542,193682.65058140695,8545.081449792595,131406.70402492542,0.8421401794426777,0.7300136312621811,0.3277183964268619,1.1535951431299052,2.964401240308249,0.3037427517132314,0.2182393252503953,0.4780179230363732,822.0,738.0,1255.0,2815.0,,,,ctx512_h3_scaleFalse,ttm,ttm-results/summary_ctx512.csv,summary,0.9368265058140695,-0.9145491855020741,185137.56913161435,1.3140670402492542,0.6692716847166593,96.0,False,
512,5,5.0,100000.0,0.01,0.001,349.383304374991,amazon/chronos-t5-mini,318555.6343630028,1465.4471981748788,0.0,155967.43833724142,187464.17928828913,32027.181234738822,110666.06323743035,0.9998645622948364,0.3691980717396986,0.1932420143747932,2.708206350004412,14.012685416844173,0.0762455963764469,0.0567438349270256,0.8670105686965274,486.0,397.0,764.0,1647.0,10000.0,9484.0,cpu,ctx512_h5_samp5,chronos,chronos-results/ctx512_h5_samp5/metrics_sweep.csv,mean_horizon,0.8746417928828913,-0.6797281876526118,155436.9980535503,1.1066606323743036,5.8230550729165165,,,
512,20,5.0,100000.0,0.005,0.001,794.8566198330082,amazon/chronos-t5-mini,186822.94297511305,1012.7169501611444,0.0,111693.05317933529,186822.94297511305,1012.7169501611444,111693.05317933529,0.783610397254771,0.6398162248353714,0.4346163510909054,1.2247429290440373,2.2082033746641807,0.1927545416138572,0.1730038022813688,0.634241656104774,1332.0,1275.0,1693.0,4300.0,10000.0,9469.0,cpu,ctx512_h20_samp5,chronos,chronos-results/summary_ctx512.csv,summary,0.8682294297511306,-0.9898728304983886,185810.2260249519,1.1169305317933529,13.247610330550136,,,
1024,5,,100000.0,0.01,0.001,946.3922702499548,,182427.35902246373,31480.309428571203,0.0,109526.86269926451,182427.35902246373,31480.309428571203,109526.86269926451,0.7993616425404708,0.389638817453446,0.221347745452008,2.05154519194171,7.408824205675475,0.0600824880169434,0.0530598595474306,0.8868576524356259,447.0,431.0,767.0,1645.0,,,,ctx1024_h5_normTrue,timesfm,timesfm-results/ctx1024_h5_normTrue/summary_row.csv,summary,0.8242735902246372,-0.6851969057142879,150947.04959389253,1.095268626992645,15.773204504165912,,,True
1024,3,,100000.0,0.01,0.001,972.0330122499728,,182427.35902246373,31480.309428571203,0.0,109526.86269926451,182427.35902246373,31480.309428571203,109526.86269926451,0.7991260617226377,0.3895954059444471,0.221347745452008,2.0511691091054245,7.4052829801329185,0.0600690961774211,0.0530480329878524,0.8868828708347264,447.0,431.0,767.0,1645.0,,,,ctx1024_h3_normTrue,timesfm,timesfm-results/ctx1024_h3_normTrue/summary_row.csv,summary,0.8242735902246372,-0.6851969057142879,150947.04959389253,1.095268626992645,16.200550204166213,,,True
1024,20,,100000.0,0.01,0.001,1006.695190041035,,182427.35902246373,31480.309428571203,0.0,109526.86269926451,182427.35902246373,31480.309428571203,109526.86269926451,0.801132839522585,0.3899648669926084,0.221347745452008,2.054371835342208,7.435470998460068,0.0601831174631531,0.0531487271103171,0.8866681554265297,447.0,431.0,767.0,1645.0,,,,ctx1024_h20_normTrue,timesfm,timesfm-results/ctx1024_h20_normTrue/summary_row.csv,summary,0.8242735902246372,-0.6851969057142879,150947.04959389253,1.095268626992645,16.77825316735058,,,True
1024,1,,100000.0,0.01,0.001,928.9276425419956,,182427.35902246373,31480.309428571203,0.0,109526.86269926451,182427.35902246373,31480.309428571203,109526.86269926451,0.798890616721764,0.3895520089422607,0.221347745452008,2.0507932147262404,7.40174449365096,0.0600557103064066,0.0530362116991643,0.886908077994429,447.0,431.0,767.0,1645.0,,,,ctx1024_h1_normTrue,timesfm,timesfm-results/ctx1024_h1_normTrue/summary_row.csv,summary,0.8242735902246372,-0.6851969057142879,150947.04959389253,1.095268626992645,15.482127375699926,,,True
512,3,5.0,100000.0,0.005,0.001,309.1940026250086,amazon/chronos-t5-mini,586636.6764034942,2900.328640996872,0.0,222756.87110905483,180855.2588300413,3438.9755833428453,117201.01566411764,0.9219326820705148,0.509245942733423,0.1527063981222683,1.8103878788350456,10.92983511657429,0.1745911949685534,0.1510691823899371,0.6743396226415095,1024.0,956.0,1439.0,3419.0,10000.0,9486.0,cpu,ctx512_h3_samp5,chronos,chronos-results/ctx512_h3_samp5/metrics_sweep.csv,mean_horizon,0.808552588300413,-0.9656102441665716,177416.28324669847,1.1720101566411765,5.153233377083477,,,
512,20,5.0,100000.0,0.01,0.001,794.8566198330082,amazon/chronos-t5-mini,186822.94297511305,1012.7169501611444,0.0,111693.05317933529,178197.86397155895,38784.73764289656,97232.2539657657,0.8934012947478098,0.361911451498247,0.1869062314101699,2.4685632108331816,11.799593582759348,0.0613891339972267,0.0485314509012983,0.8900794151014748,413.0,349.0,657.0,1419.0,10000.0,9469.0,cpu,ctx512_h20_samp5,chronos,chronos-results/ctx512_h20_samp5/metrics_sweep.csv,step1,0.7819786397155895,-0.6121526235710344,139413.1263286624,0.972322539657657,13.247610330550136,,,
512,1,,100000.0,0.005,0.001,38.865876166004455,ibm-granite/granite-timeseries-ttm-r2,379269.4677465678,5137.5225300506145,5.134406310088452,207507.84324457755,172033.24965487575,7248.73274151875,144589.321624491,0.8185503526362865,0.4942438471987231,0.3680606808209444,1.6561670059742146,3.6832407192777024,0.1906438631790744,0.1290241448692153,0.6803319919517102,867.0,716.0,1305.0,2888.0,,,,ctx512_h1_scaleFalse,ttm,ttm-results/ctx512_h1_scaleFalse/metrics_sweep.csv,step1,0.7203324965487574,-0.9275126725848125,164784.516913357,1.44589321624491,0.6477646027667409,96.0,False,
512,3,5.0,100000.0,0.01,0.001,309.1940026250086,amazon/chronos-t5-mini,586636.6764034942,2900.328640996872,0.0,222756.87110905483,170022.42540080773,35911.17813598028,93226.6212051126,0.7953969918854367,0.3631777964270662,0.2276754946531413,2.1901035793226673,7.651248552527268,0.0612578616352201,0.050817610062893,0.8879245283018868,411.0,366.0,673.0,1450.0,10000.0,9486.0,cpu,ctx512_h3_samp5,chronos,chronos-results/ctx512_h3_samp5/metrics_sweep.csv,step1,0.7002242540080772,-0.6408882186401972,134111.24726482746,0.932266212051126,5.153233377083477,,,
512,20,10.0,100000.0,0.005,0.001,1108.9940301250026,amazon/chronos-t5-mini,505619.8617540888,3153.1398621790636,3.1562961583374007,213477.0177704627,168246.21530532898,4293.538787927888,123448.15947754256,0.7769099964102142,0.489715802898849,0.1997195505390472,1.58645073696077,6.171300871800237,0.1462246312870288,0.1389133997226774,0.7148619689902938,918.0,915.0,1351.0,3184.0,10000.0,9469.0,cpu,ctx512_h20_samp10,chronos,chronos-results/ctx512_h20_samp10/metrics_sweep.csv,step1,0.6824621530532897,-0.9570646121207211,163952.6765174011,1.2344815947754255,18.48323383541671,,,
512,1,5.0,100000.0,0.005,0.001,242.7026732499944,amazon/chronos-t5-mini,282534.5595895827,1389.9013662402576,0.0,144918.12345373043,167298.00287216957,3477.4623059130863,120192.16236357846,0.7634499856253414,0.483781932583435,0.1523315918846048,1.5780870144291173,7.90899966038632,0.1604627766599597,0.1492706237424547,0.6902665995975855,984.0,952.0,1399.0,3335.0,10000.0,9488.0,cpu,ctx512_h1_samp5,chronos,chronos-results/ctx512_h1_samp5/metrics_sweep.csv,step1,0.6729800287216956,-0.9652253769408692,163820.54056625647,1.2019216236357846,4.045044554166574,,,
512,3,10.0,100000.0,0.01,0.001,389.761469916004,amazon/chronos-t5-mini,714904.9129577997,4512.124736933358,0.0,227192.48013953964,163992.36065452918,38359.72920574331,90802.9246392438,0.7253156986366989,0.3593359819526504,0.2076890334971677,2.018488921413591,7.049200805518219,0.06,0.0466666666666666,0.8933333333333333,399.0,327.0,641.0,1367.0,10000.0,9486.0,cpu,ctx512_h3_samp10,chronos,chronos-results/ctx512_h3_samp10/metrics_sweep.csv,mean_horizon,0.6399236065452918,-0.6164027079425669,125632.63144878588,0.9080292463924381,6.496024498600066,,,
512,20,10.0,100000.0,0.01,0.001,1108.9940301250026,amazon/chronos-t5-mini,505619.8617540888,3153.1398621790636,3.1562961583374007,213477.0177704627,163852.6209885961,40779.83582671702,83862.60739098213,0.7257070733450817,0.3534118466108429,0.1863555806544726,2.0534316557423984,7.996486458680119,0.055212403882516,0.0458842808521366,0.8989033152653473,368.0,327.0,611.0,1306.0,10000.0,9469.0,cpu,ctx512_h20_samp10,chronos,chronos-results/ctx512_h20_samp10/metrics_sweep.csv,step1,0.6385262098859612,-0.5922016417328297,123072.78516187909,0.8386260739098212,18.48323383541671,,,
512,3,5.0,100000.0,0.01,0.001,309.1940026250086,amazon/chronos-t5-mini,586636.6764034942,2900.328640996872,0.0,222756.87110905483,163299.31215148364,31965.238121274437,94016.724310557,0.7172778522025498,0.3735736017420506,0.2154548784427898,1.9200442666658872,6.392081895205818,0.0689308176100629,0.0522012578616352,0.8788679245283019,442.0,373.0,695.0,1510.0,10000.0,9486.0,cpu,ctx512_h3_samp5,chronos,chronos-results/ctx512_h3_samp5/metrics_sweep.csv,mean_horizon,0.6329931215148363,-0.6803476187872557,131334.07403020922,0.94016724310557,5.153233377083477,,,
512,1,10.0,100000.0,0.01,0.001,311.70017291701515,amazon/chronos-t5-mini,527003.2853514772,3410.510386103924,0.0,200810.3580190059,162166.07632083894,41340.98375350758,84166.2886953853,0.7039138832090193,0.360373257416456,0.204637852734785,1.953291118923287,6.718936492853762,0.0540744466800804,0.0448943661971831,0.9010311871227364,363.0,320.0,600.0,1283.0,10000.0,9488.0,cpu,ctx512_h1_samp10,chronos,chronos-results/ctx512_h1_samp10/metrics_sweep.csv,step1,0.6216607632083895,-0.5865901624649242,120825.09256733136,0.841662886953853,5.195002881950253,,,
512,20,5.0,100000.0,0.005,0.001,794.8566198330082,amazon/chronos-t5-mini,186822.94297511305,1012.7169501611444,0.0,111693.05317933529,160060.13012157934,3438.6955666143103,113902.41223902172,0.6816250344745234,0.4915006837231009,0.1960822153509698,1.38682418366387,4.820906782943039,0.1616034287154922,0.1454682969872683,0.6929282742972394,980.0,939.0,1383.0,3302.0,10000.0,9469.0,cpu,ctx512_h20_samp5,chronos,chronos-results/ctx512_h20_samp5/metrics_sweep.csv,step1,0.6006013012157934,-0.9656130443338569,156621.43455496503,1.1390241223902173,13.247610330550136,,,
2048,1,,100000.0,0.01,0.001,1163.8901456669555,,159349.67705109413,47107.22930460292,0.0,83889.14260780484,159349.67705109413,47107.22930460292,83889.14260780484,0.6714299349941375,0.347548804449051,0.1468950474937348,1.9319011499939307,8.830360762236372,0.0456546346371525,0.0417557539932084,0.912589611369639,311.0,298.0,544.0,1153.0,,,,ctx2048_h1_normTrue,timesfm,timesfm-results/ctx2048_h1_normTrue/summary_row.csv,summary,0.5934967705109413,-0.5289277069539708,112242.4477464912,0.8388914260780483,19.39816909444926,,,True
2048,5,,100000.0,0.01,0.001,1162.861440958979,,159349.67705109413,47107.22930460292,0.0,83889.14260780484,159349.67705109413,47107.22930460292,83889.14260780484,0.6718621435312686,0.347636232837278,0.1468950474937348,1.932658566823656,8.839509224949142,0.0456776141940354,0.0417767711085944,0.91254561469737,311.0,298.0,544.0,1153.0,,,,ctx2048_h5_normTrue,timesfm,timesfm-results/ctx2048_h5_normTrue/summary_row.csv,summary,0.5934967705109413,-0.5289277069539708,112242.4477464912,0.8388914260780483,19.381024015982984,,,True
2048,20,,100000.0,0.01,0.001,1167.5334841659642,,159349.67705109413,47107.22930460292,0.0,83889.14260780484,159349.67705109413,47107.22930460292,83889.14260780484,0.6734878078020357,0.3479646778997429,0.1468950474937348,1.9355062469762632,8.87395376157107,0.0457639939485627,0.0418557740796772,0.91238023197176,311.0,298.0,544.0,1153.0,,,,ctx2048_h20_normTrue,timesfm,timesfm-results/ctx2048_h20_normTrue/summary_row.csv,summary,0.5934967705109413,-0.5289277069539708,112242.4477464912,0.8388914260780483,19.45889140276607,,,True
2048,3,,100000.0,0.01,0.001,1160.006970583985,,159349.67705109413,47107.22930460292,0.0,83889.14260780484,159349.67705109413,47107.22930460292,83889.14260780484,0.6716459709214275,0.3475925103967388,0.1468950474937348,1.9322797552652016,8.834933065883432,0.04566612152472,0.0417662599069065,0.9125676185683734,311.0,298.0,544.0,1153.0,,,,ctx2048_h3_normTrue,timesfm,timesfm-results/ctx2048_h3_normTrue/metrics_sweep.csv,step1,0.5934967705109413,-0.5289277069539708,112242.4477464912,0.8388914260780483,19.333449509733086,,,True
