variant,threshold,final_equity_no_tc,final_equity_tc,total_fees_paid,arc,asd,mdd,ir_star,ir_starstar,pct_long,pct_short,pct_flat,trades_long,trades_short,trades_flat,trades_total
step1,0.005,210900.1655714982,1759.7788895382762,138621.47989585355,0.9954563979477036,0.6656360748744816,0.3328598170381253,1.4954964664969757,4.472457922165127,0.23669201520912547,0.16085762568652304,0.6024503591043515,1283.0,1109.0,1589.0,3981.0
step1,0.01,116206.73048026193,9150.993403878929,120858.15330955622,0.14919440323185107,0.569241374578386,0.5151442405426747,0.2620933928816283,0.07590663791716472,0.12536966624419096,0.07287705956907478,0.8017532741867343,700.0,570.0,1033.0,2303.0
step1,0.015,104780.17723560309,23642.239907995587,88970.34528089686,0.044179487944168816,0.4753108634043905,0.41028672098380525,0.09294861814799565,0.010008665025887134,0.0778411491339248,0.03749471905365442,0.8846641318124208,434.0,310.0,659.0,1403.0
step1,0.02,107635.88542818223,43132.28311163001,62694.1139178326,0.07050090385961316,0.40868198051949556,0.2832339353001888,0.1725079822946831,0.04293965926746489,0.05217574989438107,0.02017321504013519,0.9276510350654837,287.0,170.0,432.0,889.0
step1,0.025,68218.79691542115,38107.95051523643,36967.45531997033,-0.2981855396376697,0.3621621728632722,0.39981009021744685,-0.8233481075071976,-0.6140677930693562,0.0370722433460076,0.012674271229404309,0.9502534854245881,183.0,108.0,285.0,576.0
step1,0.03,86077.33503289857,57342.43911466973,29824.032553736775,-0.12960239744614266,0.32902440321942844,0.2738058732830708,-0.39389904267894077,-0.18644691463631793,0.02714406421630756,0.008238276299112801,0.9646176594845797,133.0,70.0,201.0,404.0
step1,0.04,97629.3184162156,81051.33957981392,15840.917944093024,-0.021968096100857593,0.29200863634538266,0.26173325875603426,-0.07523098075385043,-0.006314372971999119,0.017004647232784116,0.002957329953527672,0.9800380228136882,67.0,26.0,91.0,184.0
mean_horizon,0.005,144207.27930751882,1721.895129874632,136307.40065635223,0.4034473913818222,0.6975878960579552,0.5497034861017742,0.5783463183086881,0.4244694082105951,0.3511829319814111,0.11005492184199409,0.5387621461765948,1424.0,789.0,1601.0,3814.0
mean_horizon,0.01,134375.92448185754,11395.471885140849,139018.77022321735,0.314633504406004,0.6001665078042127,0.48769592133796513,0.524243689567303,0.33821203334811156,0.19338825517532743,0.05038022813688213,0.7562315166877904,842.0,391.0,1042.0,2275.0
mean_horizon,0.015,156297.8558446329,34985.82137479173,114940.96545812194,0.5120591680915538,0.5277445399837819,0.3541463806917763,0.9702784762250499,1.4029226795497132,0.12642585551330798,0.024397972116603297,0.8491761723700887,548.0,200.0,676.0,1424.0
mean_horizon,0.02,138576.47215018806,51671.063659534084,86709.41254180686,0.35263715259897,0.4709537510877602,0.3089035655899478,0.7487723620089769,0.8547811780008902,0.08724123362906633,0.014786649767638362,0.8979721166032953,370.0,123.0,462.0,955.0
mean_horizon,0.025,152179.29417144015,76149.69984760915,66603.15014688064,0.47513388365942344,0.4182101141359077,0.25925272475167793,1.136112847584114,2.0821602166960944,0.06231516687790452,0.009928179129700043,0.9277566539923955,261.0,85.0,334.0,680.0
mean_horizon,0.03,155611.03555637124,97039.52447832741,45853.60293208781,0.5059064919788812,0.3838973997086807,0.2431955183292256,1.3178169280718928,2.7413833270097654,0.04795099281791297,0.0055978031263202365,0.9464512040557668,188.0,48.0,231.0,467.0
mean_horizon,0.04,108057.47400460154,86882.19994870973,20753.788807325604,0.074382318952247,0.33601757216484973,0.22061306423611093,0.22136437232441863,0.0746356314115495,0.029573299535276723,0.0025348542458808617,0.9678918462188424,88.0,21.0,108.0,217.0
