context_length,horizon,prediction_length,scale_inputs,starting_capital,threshold,fee_rate,runtime_seconds,model_path,equity_no_tc,equity_tc,fee,cum_fee,final_equity_no_tc,final_equity_tc,total_fees_paid,arc,asd,mdd,ir_star,ir_starstar,pct_long,pct_short,pct_flat,trades_long,trades_short,trades_flat,trades_total,run_name
512,1,96,False,100000.0,0.005,0.001,38.865876166004455,ibm-granite/granite-timeseries-ttm-r2,379269.4677465678,5137.5225300506145,5.134406310088452,207507.84324457755,379269.4677465678,5137.5225300506145,207507.84324457755,2.427185335604885,0.6347099724857865,0.3680614277960951,3.824085709728215,25.21797736950201,0.22051227996205333,0.15610835880678825,0.6233793612311584,1156,994,1625,3775,ctx512_h1_scaleFalse
