context_length,horizon,num_samples,starting_capital,threshold,fee_rate,runtime_seconds,model_path,equity_no_tc,equity_tc,fee,cum_fee,final_equity_no_tc,final_equity_tc,total_fees_paid,arc,asd,mdd,ir_star,ir_starstar,pct_long,pct_short,pct_flat,trades_long,trades_short,trades_flat,trades_total,data_rows,n_windows,device,run_name
512,20,20,100000.0,0.005,0.001,2285.3878167920047,amazon/chronos-t5-mini,440579.0207860539,2900.0658817745943,2.9029688506252196,193986.52266977725,440579.0207860539,2900.0658817745943,193986.52266977725,2.946942090611103,0.626901012014445,0.2855156256967202,4.700809273128434,48.5192804180605,0.17395437262357413,0.16170257710181665,0.6643430502746092,1256,1254,1667,4177,10000,9469,cpu,ctx512_h20_samp20
