context_length,horizon,batch_size,starting_capital,threshold,fee_rate,runtime_seconds,model_path,equity_no_tc,equity_tc,fee,cum_fee,final_equity_no_tc,final_equity_tc,total_fees_paid,arc,asd,mdd,ir_star,ir_starstar,pct_long,pct_short,pct_flat,trades_long,trades_short,trades_flat,trades_total,run_name
512,20,8,100000.0,0.005,0.001,61.83134300005622,Datadog/Toto-Open-Base-1.0,15267.100598501534,1923.9241722829797,0.0,38365.698131206875,15267.100598501534,1923.9241722829797,38365.698131206875,-0.824493972795111,0.7818489516464551,0.8912992812815619,-1.0545438106156593,-0.9755028800773101,0.3988170680185889,0.37653147444021967,0.22465145754119137,519,516,738,1773,ctx512_h20
