context_length,horizon,normalize_inputs,batch_size,starting_capital,threshold,fee_rate,runtime_seconds,repo_id,mu,sigma,equity_no_tc,equity_tc,fee,cum_fee,final_equity_no_tc,final_equity_tc,total_fees_paid,arc,asd,mdd,ir_star,ir_starstar,pct_long,pct_short,pct_flat,trades_long,trades_short,trades_flat,trades_total,run_name
512,1,True,128,100000.0,0.005,0.001,26.84703275002539,AutonLab/MOMENT-1-small,7045.29931640625,2598.298583984375,24317.314230256343,18247.498216247066,0.0,9488.076398778188,24317.314230256343,18247.498216247066,9488.076398778188,-0.7292322755283538,0.8192890325972593,0.8189943762309616,-0.8900793816519024,-0.7925263368351185,0.5916517339517234,0.3315062717402762,0.07684199430800043,76,68,126,270,ctx512_h1_normTrue
