context_length,horizon,prediction_length,scale_inputs,starting_capital,threshold,fee_rate,runtime_seconds,model_path,equity_no_tc,equity_tc,fee,cum_fee,final_equity_no_tc,final_equity_tc,total_fees_paid,arc,asd,mdd,ir_star,ir_starstar,pct_long,pct_short,pct_flat,trades_long,trades_short,trades_flat,trades_total,run_name
512,3,96,False,100000.0,0.005,0.001,40.15630108299956,ibm-granite/granite-timeseries-ttm-r2,193682.65058140698,8545.081449792595,8.539898338042446,131406.70402492542,193682.65058140698,8545.081449792595,131406.70402492542,0.8421401794426777,0.7300136312621811,0.32771839642686196,1.1535951431299052,2.964401240308249,0.3037427517132314,0.21823932525039536,0.4780179230363732,822,738,1255,2815,ctx512_h3_scaleFalse
