variant,threshold,final_equity_no_tc,final_equity_tc,total_fees_paid,arc,asd,mdd,ir_star,ir_starstar,pct_long,pct_short,pct_flat,trades_long,trades_short,trades_flat,trades_total
step1,0.005,394132.78417044866,5441.018569678607,169303.7631390057,2.5520512871950434,0.6189287264640221,0.2405437305147814,4.1233363036404365,43.74658070997611,0.17142857142857143,0.14443858724301528,0.6841328413284132,1099.0,1041.0,1561.0,3701.0
step1,0.01,139055.5387776971,15857.322427610148,99048.60247886309,0.35622374455727623,0.5016728637463909,0.35390654437099234,0.7100717824302272,0.7147209715811276,0.0845545598313126,0.06367949393779652,0.8517659462308909,589.0,496.0,929.0,2014.0
step1,0.015,122947.01748016229,34228.99191986989,77228.81346926065,0.21036211343746936,0.39071263257537153,0.2463516774399842,0.538406224674317,0.459750355619034,0.048286768581971534,0.032366895097522407,0.9193463363205061,368.0,271.0,598.0,1237.0
step1,0.02,86946.31773776181,38277.43572852885,49896.00633070128,-0.12126617644943027,0.33353565928478984,0.2475924556754585,-0.36357784564764334,-0.17807366166763633,0.030469161834475487,0.020031628887717447,0.9494992092778071,244.0,166.0,390.0,800.0
step1,0.025,104006.37713299945,61570.20183202634,40829.832799710595,0.03697057455305619,0.2714870049127299,0.21973555425317592,0.13617806334760096,0.022912001021384656,0.017817606747496047,0.012651555086979441,0.9695308381655245,152.0,110.0,250.0,512.0
step1,0.03,115581.00487408298,83747.43200489711,30678.423056553962,0.14318951637399668,0.21020258781226298,0.16502677246732766,0.6811976858338333,0.591057837048492,0.010648392198207696,0.007590933052187665,0.9817606747496046,92.0,69.0,156.0,317.0
step1,0.04,124760.77437806553,107589.49870519867,15611.351425190063,0.22685474389908022,0.13138357580760696,0.059338640364653084,1.7266598393643782,6.60111140485723,0.004111755403268318,0.004217185028993147,0.9916710595677385,36.0,38.0,73.0,147.0
mean_horizon,0.005,492626.56455289514,7007.961344498059,173864.00193149803,3.3652501133570416,0.6181414847635351,0.25447275084977516,5.444142152414168,71.99552775047079,0.17448603057459147,0.14538745387453875,0.6801265155508698,1097.0,1028.0,1548.0,3673.0
mean_horizon,0.01,160942.82994066062,18316.589390995647,101982.44161935542,0.552391282863528,0.4988916181066996,0.3046480516340304,1.1072370487198409,2.007654703503964,0.0845545598313126,0.06420664206642067,0.8512387981022668,592.0,494.0,931.0,2017.0
mean_horizon,0.015,126955.03772750888,35628.87784083228,78203.77264326214,0.24678308664523896,0.39776620845755906,0.19488478782269814,0.620422452681951,0.7856424793717477,0.048286768581971534,0.033104902477596204,0.9186083289404322,361.0,274.0,594.0,1229.0
mean_horizon,0.02,92034.88815388872,40925.011814811405,53317.78832171524,-0.07384065120602668,0.3398733402218484,0.26542862403399725,-0.21725932124546174,-0.060440240082356156,0.030152872957301003,0.020137058513442278,0.9497100685292568,241.0,164.0,384.0,789.0
mean_horizon,0.025,92040.03480594039,54051.940307369616,39186.279276539215,-0.07379278683827628,0.2775508980598347,0.22766949975531925,-0.26587118742583915,-0.08617480989434101,0.01845018450184502,0.013284132841328414,0.9682656826568266,155.0,111.0,254.0,520.0
mean_horizon,0.03,116716.1007808627,83895.86949354768,31268.486292344296,0.15356141774131582,0.20452853238277297,0.12106768504268861,0.7508068236363583,0.9523182032166561,0.010859251449657353,0.008012651555086979,0.9811280969952557,93.0,72.0,162.0,327.0
mean_horizon,0.04,120655.63663810906,103633.79230548545,15779.884883868264,0.18949998423793013,0.131259236588844,0.06200129916688246,1.4437078042097657,4.412530218206452,0.004111755403268318,0.004428044280442804,0.9914602003162889,36.0,40.0,75.0,151.0
