base_timestamp,y_pred_h1,y_pred_h2,y_pred_h3,y_pred_h4,y_pred_h5,y_true_h1,y_true_h2,y_true_h3,y_true_h4,y_true_h5
2018-01-22 07:00:00,11735.678,11585.621,11583.788,11844.257,11663.691,11541.580078125,11634.08984375,11473.26953125,11634.0302734375,11756.5
2018-01-22 08:00:00,11649.947,11748.051,11313.43,11641.842,11825.847,11634.08984375,11473.26953125,11634.0302734375,11756.5,11753.490234375
2018-01-22 09:00:00,11630.182,11679.088,11222.941,11974.215,11667.969,11473.26953125,11634.0302734375,11756.5,11753.490234375,11744.1103515625
2018-01-22 10:00:00,11451.791,11697.398,11486.813,11617.266,11796.297,11634.0302734375,11756.5,11753.490234375,11744.1103515625,11717.9501953125
2018-01-22 11:00:00,11690.273,11599.211,11788.916,11918.15,11670.082,11756.5,11753.490234375,11744.1103515625,11717.9501953125,11303.9296875
2018-01-22 12:00:00,11973.884,11899.974,11983.076,11697.161,11805.338,11753.490234375,11744.1103515625,11717.9501953125,11303.9296875,11343.240234375
2018-01-22 13:00:00,11735.419,11583.104,11624.07,11591.852,11697.663,11744.1103515625,11717.9501953125,11303.9296875,11343.240234375,10686.6904296875
2018-01-22 14:00:00,11779.881,11884.021,11489.505,11541.458,11694.477,11717.9501953125,11303.9296875,11343.240234375,10686.6904296875,10739.8603515625
2018-01-22 15:00:00,11792.853,11604.666,11796.405,11926.307,11478.642,11303.9296875,11343.240234375,10686.6904296875,10739.8603515625,10481.080078125
2018-01-22 16:00:00,11626.759,11541.434,11556.849,11448.437,11425.271,11343.240234375,10686.6904296875,10739.8603515625,10481.080078125,10588.91015625
2018-01-22 17:00:00,11280.9375,11329.834,11404.607,11585.336,11458.01,10686.6904296875,10739.8603515625,10481.080078125,10588.91015625,10630.0
2018-01-22 18:00:00,10871.541,10989.978,11059.144,11075.165,10826.492,10739.8603515625,10481.080078125,10588.91015625,10630.0,10488.7802734375
2018-01-22 19:00:00,11010.645,10418.68,10922.428,10904.185,10649.824,10481.080078125,10588.91015625,10630.0,10488.7802734375,10619.5
2018-01-22 20:00:00,10507.019,10756.166,10735.973,10913.614,10800.89,10588.91015625,10630.0,10488.7802734375,10619.5,10399.8701171875
2018-01-22 21:00:00,10904.193,10804.607,11241.737,10577.707,10345.932,10630.0,10488.7802734375,10619.5,10399.8701171875,10350.0
2018-01-22 22:00:00,10780.334,10792.138,10845.903,10674.707,10442.537,10488.7802734375,10619.5,10399.8701171875,10350.0,10699.9697265625
2018-01-22 23:00:00,10634.146,10666.689,10506.434,10284.257,10563.301,10619.5,10399.8701171875,10350.0,10699.9697265625,10808.990234375
2018-01-23 00:00:00,10650.309,10714.806,10926.207,10670.972,10924.221,10399.8701171875,10350.0,10699.9697265625,10808.990234375,10808.25
2018-01-23 01:00:00,10563.541,10297.598,10429.857,10478.352,10471.52,10350.0,10699.9697265625,10808.990234375,10808.25,10725.91015625
2018-01-23 02:00:00,10431.432,10447.537,10470.924,10537.939,10221.623,10699.9697265625,10808.990234375,10808.25,10725.91015625,10780.0
2018-01-23 03:00:00,10912.567,10881.012,11006.961,10889.193,10929.214,10808.990234375,10808.25,10725.91015625,10780.0,10850.0
2018-01-23 04:00:00,10747.318,11047.58,10413.777,10933.022,11096.075,10808.25,10725.91015625,10780.0,10850.0,10631.2099609375
2018-01-23 05:00:00,10816.824,11035.672,11182.866,11288.322,10898.238,10725.91015625,10780.0,10850.0,10631.2099609375,10439.150390625
2018-01-23 06:00:00,10700.117,10393.043,10886.035,10290.305,10858.49,10780.0,10850.0,10631.2099609375,10439.150390625,10350.0
2018-01-23 07:00:00,10917.578,10899.827,10947.028,10903.897,11071.838,10850.0,10631.2099609375,10439.150390625,10350.0,10310.0
2018-01-23 08:00:00,10746.312,10976.078,10825.018,11183.535,10896.973,10631.2099609375,10439.150390625,10350.0,10310.0,10729.099609375
