context_length,horizon,normalize_inputs,batch_size,starting_capital,threshold,fee_rate,runtime_seconds,repo_id,mu,sigma,equity_no_tc,equity_tc,fee,cum_fee,final_equity_no_tc,final_equity_tc,total_fees_paid,arc,asd,mdd,ir_star,ir_starstar,pct_long,pct_short,pct_flat,trades_long,trades_short,trades_flat,trades_total,run_name
512,3,True,128,100000.0,0.005,0.001,27.55978616606444,AutonLab/MOMENT-1-small,7045.29931640625,2598.298583984375,24220.71069531245,18175.007775284696,0.0,9488.076398778188,24220.71069531245,18175.007775284696,9488.076398778188,-0.7303008328632918,0.8193557071538626,0.8189943762309616,-0.8913110953972428,-0.7947859645929173,0.5917764891934634,0.33136531365313654,0.0768581971534001,76,68,126,270,ctx512_h3_normTrue
