context_length,horizon,normalize_inputs,starting_capital,threshold,fee_rate,runtime_seconds,equity_no_tc,equity_tc,fee,cum_fee,final_equity_no_tc,final_equity_tc,total_fees_paid,arc,asd,mdd,ir_star,ir_starstar,pct_long,pct_short,pct_flat,trades_long,trades_short,trades_flat,trades_total,run_name
512,1,True,100000.0,0.01,0.001,642.4083436250221,200215.05495710953,24438.456992788728,0.0,107419.96238592613,200215.05495710953,24438.456992788728,107419.96238592613,0.8992303427887935,0.48234366573904375,0.21675239356878284,1.8642938772938975,7.734307311379483,0.07431221671761358,0.058184884578897436,0.867502898703489,559,492,869,1920,ctx512_h1_normTrue
