context_length,horizon,batch_size,starting_capital,threshold,fee_rate,runtime_seconds,model_path,equity_no_tc,equity_tc,fee,cum_fee,final_equity_no_tc,final_equity_tc,total_fees_paid,arc,asd,mdd,ir_star,ir_starstar,pct_long,pct_short,pct_flat,trades_long,trades_short,trades_flat,trades_total,run_name
512,1,8,100000.0,0.005,0.001,69.24222358316183,Datadog/Toto-Open-Base-1.0,631315.1924648604,8381.073202038408,8.375989571268175,195224.30073853434,631315.1924648604,8381.073202038408,195224.30073853434,4.487990554830634,0.6037628494767018,0.298717167654858,7.433366525814733,111.68048699831122,0.14978391483082112,0.14166754506166332,0.7085485401075156,1083,1077,1492,3652,ctx512_h1
