context_length,horizon,num_samples,starting_capital,threshold,fee_rate,runtime_seconds,model_path,equity_no_tc,equity_tc,fee,cum_fee,final_equity_no_tc,final_equity_tc,total_fees_paid,arc,asd,mdd,ir_star,ir_starstar,pct_long,pct_short,pct_flat,trades_long,trades_short,trades_flat,trades_total,data_rows,n_windows,device,run_name
512,1,20,100000.0,0.005,0.001,482.7513499170309,amazon/chronos-t5-mini,520002.889909637,3351.6725251969065,0.0,200384.61094116006,520002.889909637,3351.6725251969065,200384.61094116006,3.5875059477846563,0.6310112041063805,0.2936528292762468,5.685328444944456,69.45667665323374,0.17466006113629176,0.16201117318435754,0.6633287656793507,1263,1258,1669,4190,10000,9488,cpu,ctx512_h1_samp20
