variant,threshold,final_equity_no_tc,final_equity_tc,total_fees_paid,arc,asd,mdd,ir_star,ir_starstar,pct_long,pct_short,pct_flat,trades_long,trades_short,trades_flat,trades_total
step1,0.01,136097.9881955253,12679.530706291669,97669.53269731607,0.31489007562914284,0.5494673066868951,0.2602485770404386,0.5730824596786752,0.6934062084877908,0.08744553652852366,0.06758536832505826,0.844969095146418,638.0,548.0,987.0,2173.0
step1,0.015,126353.34408575547,30153.218720593606,74970.42869482096,0.23092370694313136,0.44507809734557463,0.30996187848883383,0.5188386225256866,0.3865383014292699,0.05350086128280474,0.03455263957847806,0.9119464991387172,416.0,300.0,642.0,1358.0
step1,0.02,87090.19107247531,34551.462812698235,51895.35307310235,-0.11553709634152631,0.3950883693524168,0.30832011901570544,-0.29243355488014333,-0.10958390880084305,0.03283007396899382,0.022190698145708784,0.9449792278852974,265.0,197.0,430.0,892.0
step1,0.025,104345.00782894195,58404.82873348682,40948.563043165836,0.038500879448156944,0.2999016082793018,0.23491186378032936,0.12837836938940533,0.021040572596343846,0.019758840814672204,0.013679197487080758,0.966561961698247,167.0,123.0,276.0,566.0
step1,0.03,111840.40692560097,76468.2617877226,33104.26986262315,0.1045013662400498,0.26710857763758145,0.2056418494993435,0.39123178732896946,0.19881291863475695,0.012767250987942041,0.00891681021380079,0.9783159387982572,111.0,79.0,183.0,373.0
mean_horizon,0.01,140137.46940689752,12925.959865544488,100438.8568318712,0.34949751806673346,0.5545577225703024,0.32574442790498637,0.630227483708744,0.6761832974097575,0.09271456074576959,0.06819333265781741,0.839092106596413,648.0,543.0,997.0,2188.0
mean_horizon,0.015,121726.34414506107,28702.488448931344,76380.02534541197,0.1908034661366853,0.46251097273444786,0.2912512424549778,0.4125382474898292,0.2702605725267622,0.05684466511298004,0.03546458607761678,0.9076907488094031,422.0,300.0,653.0,1375.0
mean_horizon,0.02,86242.31091487374,33874.60218312197,48715.6869102999,-0.12318956145603832,0.4007217177300795,0.33590418206228256,-0.30741922886998874,-0.11274298448783668,0.03516060391123721,0.021988043368122403,0.9428513527206404,274.0,193.0,439.0,906.0
mean_horizon,0.025,115000.91968347618,62591.02484293048,43321.00498134087,0.13218130168530862,0.3368362740829157,0.27372507905158405,0.3924200326855855,0.18949886107438815,0.022292025534501977,0.014185834431046712,0.9635221400344514,177.0,127.0,290.0,594.0
mean_horizon,0.03,90104.43995183142,62102.13145773547,26304.175204945874,-0.08839905099115108,0.24939124047592282,0.2728483406157106,-0.3544593259268281,-0.11483987022309387,0.013476542709494376,0.00901813760259398,0.9775053196879117,107.0,79.0,183.0,369.0
