variant,threshold,final_equity_no_tc,final_equity_tc,total_fees_paid,arc,asd,mdd,ir_star,ir_starstar,pct_long,pct_short,pct_flat,trades_long,trades_short,trades_flat,trades_total
step1,0.005,19351.389604517706,14667.213323949396,9644.7927392911,-0.7808927917282258,0.8130830638819468,0.8239439597794843,-0.9604096142403541,-0.9102280998182185,0.57745439207002,0.3403986080354318,0.08214699989454814,65.0,74.0,127.0,266.0
step1,0.01,20831.003881488577,15600.342072054842,10456.993251913904,-0.7654503649327074,0.8071935880666158,0.8108143002581739,-0.9482859827542839,-0.8952306974959771,0.5484551302330486,0.31751555414953075,0.13402931561742065,73.0,72.0,139.0,284.0
step1,0.015,18368.726108910458,14813.530362631003,7549.003540771697,-0.7911977164977692,0.7955725234866577,0.8442173562180382,-0.994501058219412,-0.9320431053949959,0.5257829800695982,0.2955815670146578,0.17863545291574395,44.0,64.0,106.0,214.0
step1,0.02,16804.33428420721,13497.794087728284,6440.8428579119,-0.8076903299277236,0.792020378413365,0.8655549944931006,-1.019784783247307,-0.9516094451267766,0.5096488453021196,0.27470209849203836,0.21564905620584204,44.0,66.0,108.0,218.0
step1,0.025,21151.365110330382,16520.133732280203,7437.09816932124,-0.7621179424307505,0.7861765139982297,0.851847919424759,-0.9693980026888295,-0.8672858081341424,0.49151112517135925,0.2558262153327006,0.2526626594959401,57.0,67.0,122.0,246.0
step1,0.03,21235.46568345682,16519.592649874685,8007.249494170221,-0.7612437564690164,0.7729892028527225,0.842397193107828,-0.984805161132446,-0.8899326664239947,0.4690498787303596,0.24127385848360225,0.2896762627860382,73.0,53.0,125.0,251.0
step1,0.04,24269.19301497516,18617.000720222193,10271.831715994285,-0.7298765115218911,0.7575044222523433,0.8203042217214143,-0.9635277235104397,-0.8573115131781728,0.4253928081830644,0.20236212169144785,0.37224507012548774,68.0,65.0,132.0,265.0
mean_horizon,0.005,17754.5020173009,11768.287708162978,15118.857928246845,-0.7976599900313708,0.8040955565533414,0.8391229341063896,-0.9919965152530429,-0.9429797450483859,0.5666983022250343,0.3470420752926289,0.08625962248233682,94.0,112.0,180.0,386.0
mean_horizon,0.01,20379.217118274584,14003.691504097436,13441.53350905932,-0.770156492413809,0.7928576284673904,0.83441022372135,-0.9713679540455918,-0.8965677973053691,0.5351681957186545,0.31002847200253086,0.1548033322788147,89.0,99.0,180.0,368.0
mean_horizon,0.015,20096.029299495032,14088.28537845758,13699.995343336137,-0.7731103897675186,0.7779665256376453,0.8474678568125158,-0.9937579115423423,-0.9065648450865342,0.5078561636612886,0.2770220394389961,0.21512179689971528,91.0,87.0,176.0,354.0
mean_horizon,0.02,17730.922249388077,12783.388133405744,12014.157054789817,-0.7979084070904329,0.7693182476237239,0.8621645174070777,-1.0371629810615028,-0.9598644404907807,0.4759042497100074,0.2556153116102499,0.2684804386797427,107.0,57.0,163.0,327.0
mean_horizon,0.025,22893.384010615282,16373.76484288778,12785.272865541396,-0.7440625586629659,0.7596576167827596,0.8257065349224484,-0.9794709382552621,-0.882623088992114,0.44458504692607825,0.2415902140672783,0.3138247390066435,100.0,68.0,167.0,335.0
mean_horizon,0.03,28691.561656011163,20316.440710704934,15352.9767739177,-0.6846715653032971,0.7511256517394101,0.7824473212778932,-0.9115273372940695,-0.7976215546659446,0.4143203627544026,0.2230306864916166,0.3626489507539808,99.0,74.0,172.0,345.0
mean_horizon,0.04,30444.49678609365,21818.0724368128,15427.58545200268,-0.6669035694236874,0.7310257283920907,0.7744269425861435,-0.9122846755210087,-0.7856207900047525,0.3667615733417695,0.18116629758515237,0.45207212907307814,91.0,76.0,166.0,333.0
