base_timestamp,y_pred_h1,y_pred_h2,y_pred_h3,y_pred_h4,y_pred_h5,y_true_h1,y_true_h2,y_true_h3,y_true_h4,y_true_h5
2018-01-22 07:00:00,11590.899,11592.615,11582.167,11579.857,11604.214,11541.580078125,11634.08984375,11473.26953125,11634.0302734375,11756.5
2018-01-22 08:00:00,11552.563,11544.858,11541.918,11526.047,11553.706,11634.08984375,11473.26953125,11634.0302734375,11756.5,11753.490234375
2018-01-22 09:00:00,11629.889,11633.066,11637.819,11628.92,11656.895,11473.26953125,11634.0302734375,11756.5,11753.490234375,11744.1103515625
2018-01-22 10:00:00,11480.699,11486.024,11476.125,11463.747,11488.195,11634.0302734375,11756.5,11753.490234375,11744.1103515625,11717.9501953125
2018-01-22 11:00:00,11605.095,11612.148,11600.105,11592.213,11617.217,11756.5,11753.490234375,11744.1103515625,11717.9501953125,11303.9296875
2018-01-22 12:00:00,11735.574,11731.519,11730.136,11735.574,11761.614,11753.490234375,11744.1103515625,11717.9501953125,11303.9296875,11343.240234375
2018-01-22 13:00:00,11743.672,11756.573,11767.18,11783.614,11814.857,11744.1103515625,11717.9501953125,11303.9296875,11343.240234375,10686.6904296875
2018-01-22 14:00:00,11740.075,11763.222,11771.096,11780.258,11808.735,11717.9501953125,11303.9296875,11343.240234375,10686.6904296875,10739.8603515625
2018-01-22 15:00:00,11712.397,11727.23,11726.806,11728.861,11755.191,11303.9296875,11343.240234375,10686.6904296875,10739.8603515625,10481.080078125
2018-01-22 16:00:00,11325.027,11338.863,11344.729,11353.885,11378.744,11343.240234375,10686.6904296875,10739.8603515625,10481.080078125,10588.91015625
2018-01-22 17:00:00,11353.363,11379.268,11383.247,11399.344,11423.7705,10686.6904296875,10739.8603515625,10481.080078125,10588.91015625,10630.0
2018-01-22 18:00:00,10800.836,10870.938,10914.846,10946.5,10991.487,10739.8603515625,10481.080078125,10588.91015625,10630.0,10488.7802734375
2018-01-22 19:00:00,10830.665,10880.991,10881.532,10908.644,10945.183,10481.080078125,10588.91015625,10630.0,10488.7802734375,10619.5
2018-01-22 20:00:00,10473.813,10508.661,10506.623,10521.748,10567.631,10588.91015625,10630.0,10488.7802734375,10619.5,10399.8701171875
2018-01-22 21:00:00,10641.488,10687.864,10678.953,10697.244,10737.725,10630.0,10488.7802734375,10619.5,10399.8701171875,10350.0
2018-01-22 22:00:00,10651.007,10678.067,10653.522,10672.293,10699.297,10488.7802734375,10619.5,10399.8701171875,10350.0,10699.9697265625
2018-01-22 23:00:00,10472.954,10501.168,10478.961,10497.637,10521.037,10619.5,10399.8701171875,10350.0,10699.9697265625,10808.990234375
2018-01-23 00:00:00,10666.793,10690.356,10678.575,10702.223,10714.212,10399.8701171875,10350.0,10699.9697265625,10808.990234375,10808.25
2018-01-23 01:00:00,10387.639,10390.997,10367.041,10372.746,10388.057,10350.0,10699.9697265625,10808.990234375,10808.25,10725.91015625
2018-01-23 02:00:00,10343.311,10334.904,10303.529,10295.322,10298.208,10699.9697265625,10808.990234375,10808.25,10725.91015625,10780.0
2018-01-23 03:00:00,10700.372,10708.006,10684.953,10689.69,10706.194,10808.990234375,10808.25,10725.91015625,10780.0,10850.0
2018-01-23 04:00:00,10785.119,10800.661,10791.602,10803.129,10828.125,10808.25,10725.91015625,10780.0,10850.0,10631.2099609375
2018-01-23 05:00:00,10778.747,10789.545,10776.674,10786.121,10803.971,10725.91015625,10780.0,10850.0,10631.2099609375,10439.150390625
2018-01-23 06:00:00,10717.131,10710.654,10695.807,10700.792,10718.116,10780.0,10850.0,10631.2099609375,10439.150390625,10350.0
2018-01-23 07:00:00,10768.538,10768.71,10767.791,10766.805,10785.441,10850.0,10631.2099609375,10439.150390625,10350.0,10310.0
2018-01-23 08:00:00,10849.936,10847.793,10842.271,10834.117,10859.369,10631.2099609375,10439.150390625,10350.0,10310.0,10729.099609375
2018-01-23 09:00:00,10627.287,10622.793,10607.609,10599.358,10619.471,10439.150390625,10350.0,10310.0,10729.099609375,10524.4404296875
2018-01-23 10:00:00,10464.048,10436.653,10416.936,10413.279,10432.242,10350.0,10310.0,10729.099609375,10524.4404296875,10362.3896484375
2018-01-23 11:00:00,10326.773,10297.597,10291.094,10277.704,10294.271,10310.0,10729.099609375,10524.4404296875,10362.3896484375,10196.4697265625
2018-01-23 12:00:00,10274.23,10263.016,10259.593,10260.211,10271.171,10729.099609375,10524.4404296875,10362.3896484375,10196.4697265625,10260.099609375
2018-01-23 13:00:00,10699.818,10698.904,10694.823,10682.755,10689.221,10524.4404296875,10362.3896484375,10196.4697265625,10260.099609375,10317.7998046875
2018-01-23 14:00:00,10484.34,10480.365,10472.62,10453.738,10470.437,10362.3896484375,10196.4697265625,10260.099609375,10317.7998046875,10451.0
2018-01-23 15:00:00,10357.922,10342.087,10328.822,10322.775,10342.19,10196.4697265625,10260.099609375,10317.7998046875,10451.0,10774.6103515625
2018-01-23 16:00:00,10200.335,10184.773,10175.777,10154.942,10173.936,10260.099609375,10317.7998046875,10451.0,10774.6103515625,11370.0
2018-01-23 17:00:00,10266.143,10240.832,10237.104,10234.461,10250.275,10317.7998046875,10451.0,10774.6103515625,11370.0,11183.900390625
2018-01-23 18:00:00,10308.204,10300.821,10303.125,10291.903,10309.419,10451.0,10774.6103515625,11370.0,11183.900390625,11234.98046875
2018-01-23 19:00:00,10434.825,10426.178,10438.351,10427.652,10446.91,10774.6103515625,11370.0,11183.900390625,11234.98046875,11025.0
2018-01-23 20:00:00,10771.885,10775.548,10792.075,10792.154,10826.648,11370.0,11183.900390625,11234.98046875,11025.0,11128.4404296875
2018-01-23 21:00:00,11429.55,11442.752,11457.173,11446.625,11489.471,11183.900390625,11234.98046875,11025.0,11128.4404296875,10980.5400390625
2018-01-23 22:00:00,11147.182,11151.721,11165.511,11155.209,11198.266,11234.98046875,11025.0,11128.4404296875,10980.5400390625,11050.0
2018-01-23 23:00:00,11247.7,11264.668,11276.384,11280.851,11313.47,11025.0,11128.4404296875,10980.5400390625,11050.0,10851.8203125
2018-01-24 00:00:00,11021.959,11017.317,11026.645,11013.834,11041.924,11128.4404296875,10980.5400390625,11050.0,10851.8203125,10600.0
2018-01-24 01:00:00,11132.053,11137.896,11149.093,11131.788,11153.932,10980.5400390625,11050.0,10851.8203125,10600.0,10657.75
2018-01-24 02:00:00,10965.694,10960.252,10968.795,10950.758,10971.139,11050.0,10851.8203125,10600.0,10657.75,10770.3603515625
2018-01-24 03:00:00,11045.045,11032.404,11038.353,11024.486,11038.243,10851.8203125,10600.0,10657.75,10770.3603515625,10838.3798828125
2018-01-24 04:00:00,10834.996,10809.437,10810.568,10785.49,10807.821,10600.0,10657.75,10770.3603515625,10838.3798828125,10691.6103515625
2018-01-24 05:00:00,10601.99,10579.89,10585.674,10578.121,10602.748,10657.75,10770.3603515625,10838.3798828125,10691.6103515625,10640.240234375
