context_length,horizon,num_samples,starting_capital,threshold,fee_rate,runtime_seconds,model_path,equity_no_tc,equity_tc,fee,cum_fee,final_equity_no_tc,final_equity_tc,total_fees_paid,arc,asd,mdd,ir_star,ir_starstar,pct_long,pct_short,pct_flat,trades_long,trades_short,trades_flat,trades_total,data_rows,n_windows,device,run_name
512,5,20,100000.0,0.005,0.001,819.5366212090012,amazon/chronos-t5-mini,608866.4271320024,3952.0583559848988,0.0,223629.99866572715,608866.4271320024,3952.0583559848988,223629.99866572715,4.311170245586357,0.6292593757338254,0.24629257925292125,6.851181582409934,119.92488882445544,0.1743119266055046,0.1612358958135611,0.6644521775809343,1259,1258,1675,4192,10000,9484,cpu,ctx512_h5_samp20
