context_length,horizon,feature_cols,use_future_covariates,cross_learning,starting_capital,threshold,fee_rate,runtime_seconds,model_path,n_windows_total,n_windows_kept,device,equity_no_tc,equity_tc,fee,cum_fee,final_equity_no_tc,final_equity_tc,total_fees_paid,arc,asd,mdd,ir_star,ir_starstar,pct_long,pct_short,pct_flat,trades_long,trades_short,trades_flat,trades_total,data_rows,run_name
512,1,"['open', 'high', 'low', 'volume']",False,False,100000.0,0.005,0.001,320.0567482081242,amazon/chronos-2,9488,9488,cpu,394132.78417044866,5441.018569678607,0.0,169303.7631390057,394132.78417044866,5441.018569678607,169303.7631390057,2.551102259418007,0.6188635247880954,0.2405437305147814,4.122237225552318,43.718656385090505,0.17139243174870875,0.14440813745124909,0.6841994308000422,1099,1041,1561,3701,10000,ctx512_h1_cov4_fut0
