variant,threshold,final_equity_no_tc,final_equity_tc,total_fees_paid,arc,asd,mdd,ir_star,ir_starstar,pct_long,pct_short,pct_flat,trades_long,trades_short,trades_flat,trades_total
step1,0.005,381865.4356074129,5531.000425691174,171130.4956155578,2.4574335584469758,0.6180240652311695,0.2420534329717734,3.976274868079421,40.36890193400879,0.16624419095901985,0.1438529784537389,0.6899028305872412,1086.0,1030.0,1535.0,3651.0
step1,0.01,154061.95060749128,17887.90477908824,98254.77152444866,0.49202206349915567,0.5021757024253675,0.3008844169970448,0.9797807044881451,1.6021890691788414,0.0814321926489227,0.06411068863540346,0.8544571187156739,579.0,497.0,923.0,1999.0
step1,0.015,107495.58481987765,30470.995587381087,74598.60713556079,0.06920895654138604,0.3932830758532155,0.2991993218886385,0.1759774594704828,0.04070602923789129,0.04678918462188424,0.032953105196451206,0.9202577101816646,357.0,273.0,586.0,1216.0
step1,0.02,91434.5271581119,41396.93572139125,51668.926260007305,-0.07956224345073082,0.3316988647257603,0.2540630398894128,-0.2398628753719454,-0.07511532765034148,0.0286227291930714,0.02006759611322349,0.9513096746937051,230.0,166.0,376.0,772.0
step1,0.025,132421.20278373576,78548.36693721263,48441.486450143864,0.29691863743991775,0.24275337301934202,0.15586753378448748,1.2231287818862149,2.3299895912470343,0.017321504013519222,0.012885509083227715,0.9697929869032531,149.0,112.0,249.0,510.0
step1,0.03,116828.54400013584,84820.92821488826,30368.185436836397,0.1548864788681017,0.210605978418645,0.15100850725966175,0.7354324888167066,0.754318751341317,0.01024503591043515,0.00781580059146599,0.9819391634980988,89.0,71.0,155.0,315.0
step1,0.04,126344.70026607146,109392.33658620872,15569.274130502437,0.24172437071600794,0.13056399062457713,0.06200129916688246,1.851386201966365,7.217996568395487,0.003907900295732995,0.004224757076468103,0.9918673426277989,34.0,38.0,71.0,143.0
mean_horizon,0.005,311912.47966467874,4609.333021078825,149184.16086306388,1.8667746420617952,0.6400055370274792,0.23096455534550808,2.9168101431310642,23.57516374216077,0.21356147021546262,0.15029573299535276,0.6361427967891846,1143.0,963.0,1575.0,3681.0
mean_horizon,0.01,157874.19532436618,17194.01723388846,102469.0380116708,0.5261727728161365,0.514104999987002,0.3275934355438106,1.0234733621136531,1.6438785348455962,0.10583016476552598,0.06791297000422476,0.8262568652302492,637.0,471.0,980.0,2088.0
mean_horizon,0.015,114656.56774082739,30915.070135296573,80673.02694636585,0.1349943615129281,0.4159799622444843,0.3399687107662491,0.3245213081527897,0.12886052570157638,0.061575834389522605,0.035910435149978874,0.9025137304604985,402.0,253.0,613.0,1268.0
mean_horizon,0.02,94794.9304579435,39379.902474688344,60345.0515735152,-0.048285229449187894,0.37013506628509696,0.31001976707255174,-0.13045299904655924,-0.020317907631430817,0.03802281368821293,0.023553020701309674,0.9384241656104774,269.0,170.0,418.0,857.0
mean_horizon,0.025,104683.83610235016,57779.64221326907,47865.36888140558,0.0432905797889056,0.3011863085753218,0.20939310736905115,0.1437335581211499,0.029715921141665116,0.023447401774397972,0.01689902830587241,0.9596535699197296,177.0,120.0,286.0,583.0
mean_horizon,0.03,104957.98674274888,71906.38075982731,34954.17222792,0.045819919040318347,0.26453065101782314,0.23001825623987482,0.17321213577337458,0.03450407010154878,0.014681030840726658,0.010878749471905366,0.9744402196873679,116.0,73.0,183.0,372.0
mean_horizon,0.04,94768.90380814348,79467.90884493578,16543.209067879427,-0.048527153300136794,0.16459192088972568,0.2068199298103861,-0.2948331427072251,-0.06917811608983598,0.005386565272496832,0.006653992395437262,0.9879594423320659,43.0,45.0,88.0,176.0
