context_length,horizon,feature_cols,use_future_covariates,cross_learning,starting_capital,threshold,fee_rate,runtime_seconds,model_path,n_windows_total,n_windows_kept,device,equity_no_tc,equity_tc,fee,cum_fee,final_equity_no_tc,final_equity_tc,total_fees_paid,arc,asd,mdd,ir_star,ir_starstar,pct_long,pct_short,pct_flat,trades_long,trades_short,trades_flat,trades_total,data_rows,run_name
512,20,"['open', 'high', 'low', 'volume']",False,False,100000.0,0.005,0.001,358.90765762492083,amazon/chronos-2,9469,9469,cpu,381865.4356074129,5531.000425691174,0.0,171130.4956155578,381865.4356074129,5531.000425691174,171130.4956155578,2.4574335584469758,0.6180240652311695,0.2420534329717734,3.976274868079421,40.36890193400879,0.16624419095901985,0.1438529784537389,0.6899028305872412,1086,1030,1535,3651,10000,ctx512_h20_cov4_fut0
