context_length,horizon,num_samples,starting_capital,threshold,fee_rate,runtime_seconds,model_path,equity_no_tc,equity_tc,fee,cum_fee,final_equity_no_tc,final_equity_tc,total_fees_paid,arc,asd,mdd,ir_star,ir_starstar,pct_long,pct_short,pct_flat,trades_long,trades_short,trades_flat,trades_total
512,1,5,100000.0,0.005,0.001,256.3014586250065,amazon/chronos-t5-mini,266099.82407328504,1340.8508966962072,0.0,111374.91961270261,266099.82407328504,1340.8508966962072,111374.91961270261,1.4702088419012167,0.6428591377633237,0.35178313159159336,2.286984434905072,9.558004450854247,0.19141983767260462,0.17761146832507643,0.6309686940023189,1337,1307,1723,4367
