timestamp,y_true,eq_step1_thr0.010_no_tc,eq_step1_thr0.010_tc,eq_step1_thr0.015_no_tc,eq_step1_thr0.015_tc,eq_step1_thr0.020_no_tc,eq_step1_thr0.020_tc,eq_step1_thr0.025_no_tc,eq_step1_thr0.025_tc,eq_step1_thr0.030_no_tc,eq_step1_thr0.030_tc
2018-01-12 07:00:00,13441.5703125,103620.32818797932,102076.54954985832,105184.46504235914,104033.09951011342,102528.27177678498,101609.1997491087,101174.43163432032,100770.3405497763,100943.97708647505,100742.19007627919
2018-01-12 08:00:00,13600.0498046875,103620.32818797932,101974.47300030846,105184.46504235914,103929.06641060331,102528.27177678498,101507.5905493596,101174.43163432032,100770.3405497763,100943.97708647505,100742.19007627919
2018-01-12 09:00:00,13680.0,103011.178545445,101273.6237973477,105184.46504235914,103929.06641060331,102528.27177678498,101507.5905493596,101174.43163432032,100770.3405497763,100943.97708647505,100742.19007627919
2018-01-12 10:00:00,13575.0,103011.178545445,101172.35017355035,105184.46504235914,103929.06641060331,102528.27177678498,101507.5905493596,101174.43163432032,100770.3405497763,100943.97708647505,100742.19007627919
2018-01-12 11:00:00,13723.48046875,103011.178545445,101172.35017355035,105184.46504235914,103929.06641060331,102528.27177678498,101507.5905493596,101174.43163432032,100770.3405497763,100943.97708647505,100742.19007627919
2018-01-12 12:00:00,13648.26953125,103011.178545445,101172.35017355035,105184.46504235914,103929.06641060331,102528.27177678498,101507.5905493596,101174.43163432032,100770.3405497763,100943.97708647505,100742.19007627919
2018-01-12 13:00:00,13554.150390625,103011.178545445,101172.35017355035,105184.46504235914,103929.06641060331,102528.27177678498,101507.5905493596,101174.43163432032,100770.3405497763,100943.97708647505,100742.19007627919
2018-01-12 14:00:00,13530.349609375,103011.178545445,101172.35017355035,105184.46504235914,103929.06641060331,102528.27177678498,101507.5905493596,101174.43163432032,100770.3405497763,100943.97708647505,100742.19007627919
2018-01-12 15:00:00,13940.009765625,103011.178545445,101172.35017355035,105184.46504235914,103929.06641060331,102528.27177678498,101507.5905493596,101174.43163432032,100770.3405497763,100943.97708647505,100742.19007627919
2018-01-12 16:00:00,13990.080078125,102641.17866829409,100708.14612229157,104806.65906349939,103452.21385564547,102160.00642444586,101041.8483313949,100811.0290618607,100307.98101923568,100943.97708647505,100742.19007627919
2018-01-12 17:00:00,14051.1298828125,102641.17866829409,100607.43797616927,104806.65906349939,103348.76164178982,102160.00642444586,100940.8064830635,100811.0290618607,100207.67303821645,100943.97708647505,100742.19007627919
2018-01-12 18:00:00,13927.0,102641.17866829409,100607.43797616927,104806.65906349939,103348.76164178982,102160.00642444586,100940.8064830635,100811.0290618607,100207.67303821645,100943.97708647505,100742.19007627919
2018-01-12 19:00:00,13935.9296875,102641.17866829409,100607.43797616927,104806.65906349939,103348.76164178982,102160.00642444586,100940.8064830635,100811.0290618607,100207.67303821645,100943.97708647505,100742.19007627919
2018-01-12 20:00:00,13698.5400390625,102641.17866829409,100607.43797616927,104806.65906349939,103348.76164178982,102160.00642444586,100940.8064830635,100811.0290618607,100207.67303821645,100943.97708647505,100742.19007627919
2018-01-12 21:00:00,13575.23046875,101717.23789782771,99602.10243930118,103863.22537946037,102316.03300005251,102160.00642444586,100940.8064830635,100811.0290618607,100207.67303821645,100943.97708647505,100742.19007627919
2018-01-12 22:00:00,13601.7099609375,101915.64490185243,99796.3837150019,103863.22537946037,102213.71696705246,102160.00642444586,100940.8064830635,100811.0290618607,100207.67303821645,100943.97708647505,100742.19007627919
2018-01-12 23:00:00,13520.0,101915.64490185243,99696.5873312869,103863.22537946037,102213.71696705246,102160.00642444586,100940.8064830635,100811.0290618607,100207.67303821645,100943.97708647505,100742.19007627919
2018-01-13 00:00:00,13778.48046875,101915.64490185243,99696.5873312869,103863.22537946037,102213.71696705246,102160.00642444586,100940.8064830635,100811.0290618607,100207.67303821645,100943.97708647505,100742.19007627919
2018-01-13 01:00:00,13881.6298828125,101152.67694763784,98851.28160759357,103085.6773134867,101347.06904754938,102160.00642444586,100940.8064830635,100811.0290618607,100207.67303821645,100943.97708647505,100742.19007627919
2018-01-13 02:00:00,13774.8896484375,101152.67694763784,98752.43032598597,103085.6773134867,101245.72197850182,102160.00642444586,100940.8064830635,100811.0290618607,100207.67303821645,100943.97708647505,100742.19007627919
2018-01-13 03:00:00,13639.9404296875,101152.67694763784,98752.43032598597,103085.6773134867,101245.72197850182,102160.00642444586,100940.8064830635,100811.0290618607,100207.67303821645,100943.97708647505,100742.19007627919
2018-01-13 04:00:00,13781.41015625,101152.67694763784,98752.43032598597,103085.6773134867,101245.72197850182,102160.00642444586,100940.8064830635,100811.0290618607,100207.67303821645,100943.97708647505,100742.19007627919
2018-01-13 05:00:00,14167.98046875,98315.33145871293,95886.42964885381,103085.6773134867,101245.72197850182,102160.00642444586,100940.8064830635,100811.0290618607,100207.67303821645,100943.97708647505,100742.19007627919
2018-01-13 06:00:00,14121.6904296875,98636.55017747844,96199.71258877593,103422.48184537822,101474.93843969739,102493.78657740723,101169.33262718233,101140.40179663383,100434.53939611887,100943.97708647505,100742.19007627919
2018-01-13 07:00:00,14150.0,98636.55017747844,96103.51287618716,103422.48184537822,101373.46350125769,102493.78657740723,101068.16329455515,101140.40179663383,100334.10485672276,100943.97708647505,100742.19007627919
