context_length,horizon,normalize_inputs,batch_size,starting_capital,threshold,fee_rate,runtime_seconds,repo_id,mu,sigma,equity_no_tc,equity_tc,fee,cum_fee,final_equity_no_tc,final_equity_tc,total_fees_paid,arc,asd,mdd,ir_star,ir_starstar,pct_long,pct_short,pct_flat,trades_long,trades_short,trades_flat,trades_total,run_name
512,20,True,128,100000.0,0.005,0.001,27.709344791946933,AutonLab/MOMENT-1-small,7045.29931640625,2598.298583984375,24257.27764214026,18202.447289809035,0.0,9488.076398778188,24257.27764214026,18202.447289809035,9488.076398778188,-0.7305586015879127,0.8199885338471473,0.8189943762309616,-0.8909375819687925,-0.794733313042536,0.5928390367553865,0.33016476552598223,0.07699619771863118,76,68,126,270,ctx512_h20_normTrue
