context_length,horizon,normalize_inputs,starting_capital,threshold,fee_rate,runtime_seconds,equity_no_tc,equity_tc,fee,cum_fee,final_equity_no_tc,final_equity_tc,total_fees_paid,arc,asd,mdd,ir_star,ir_starstar,pct_long,pct_short,pct_flat,trades_long,trades_short,trades_flat,trades_total,run_name
512,20,True,100000.0,0.01,0.001,656.7172725410201,200215.05495710953,24438.456992788728,0.0,107419.96238592613,200215.05495710953,24438.456992788728,107419.96238592613,0.9016766696542011,0.48282726032601325,0.21675239356878284,1.8674932915870854,7.768657609889114,0.07446134347275031,0.058301647655259824,0.8672370088719898,559,492,869,1920,ctx512_h20_normTrue
