context_length,horizon,prediction_length,scale_inputs,starting_capital,threshold,fee_rate,runtime_seconds,model_path,equity_no_tc,equity_tc,fee,cum_fee,final_equity_no_tc,final_equity_tc,total_fees_paid,arc,asd,mdd,ir_star,ir_starstar,pct_long,pct_short,pct_flat,trades_long,trades_short,trades_flat,trades_total,run_name
512,5,96,False,100000.0,0.005,0.001,40.23729916701268,ibm-granite/granite-timeseries-ttm-r2,244406.8306983875,17136.946603563556,0.0,165175.76910742573,244406.8306983875,17136.946603563556,165175.76910742573,1.284341959326189,0.741623647468367,0.35536610477607067,1.7317974739754656,6.2589541630126995,0.33818411894969946,0.26046609722661607,0.40134978382368447,700,628,1060,2388,ctx512_h5_scaleFalse
