timestamp,y_true,eq_step1_thr0.005_no_tc,eq_step1_thr0.005_tc,eq_step1_thr0.010_no_tc,eq_step1_thr0.010_tc,eq_step1_thr0.015_no_tc,eq_step1_thr0.015_tc,eq_step1_thr0.020_no_tc,eq_step1_thr0.020_tc,eq_step1_thr0.025_no_tc,eq_step1_thr0.025_tc,eq_step1_thr0.030_no_tc,eq_step1_thr0.030_tc
2018-01-22 12:00:00+00:00,11756.5,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0
2018-01-22 13:00:00+00:00,11753.49,100025.60285799346,99925.57725513547,100025.60285799346,99925.57725513547,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0
2018-01-22 14:00:00+00:00,11744.11,100105.42937376094,100005.32394438719,100105.42937376094,100005.32394438719,100079.80608312934,99979.72627704621,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0
2018-01-22 15:00:00+00:00,11717.95,100328.41417485847,100228.08576068362,100328.41417485847,100228.08576068362,100079.80608312934,99879.74655076917,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0
2018-01-22 16:00:00+00:00,11303.93,103873.22961072181,103769.35638111111,103873.22961072181,103769.35638111111,103615.83766839273,103305.30089928473,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0
2018-01-22 17:00:00+00:00,11343.24,104234.45412785854,103921.95923438323,104234.45412785854,103921.95923438323,103976.16709176535,103457.22131418514,100347.75516125807,100247.40740609681,100347.75516125807,100247.40740609681,100347.75516125807,100247.40740609681
2018-01-22 18:00:00+00:00,10686.69,98201.33388552518,97906.92628653639,98201.33388552518,97906.92628653639,97957.99657751207,97469.08753108364,94539.59817514793,94445.05857697278,94539.59817514793,94445.05857697278,94539.59817514793,94445.05857697278
2018-01-22 19:00:00+00:00,10739.86,98689.91967988184,98394.04730068156,98689.91967988184,98394.04730068156,98445.37168411909,97954.03014512295,95009.96556065013,94914.95559508949,95009.96556065013,94914.95559508949,95009.96556065013,94914.95559508949
2018-01-22 20:00:00+00:00,10481.08,96311.95782425618,96023.21457469906,96311.95782425618,96023.21457469906,96073.30228243077,95593.79975841819,92720.67325257674,92627.95257932418,92720.67325257674,92627.95257932418,92720.67325257674,92627.95257932418
2018-01-22 21:00:00+00:00,10588.91,97302.82120972691,97011.10735174015,97302.82120972691,97011.10735174015,97061.7103649103,96577.27468924118,93674.58928001145,93580.91469073146,93674.58928001145,93580.91469073146,93674.58928001145,93580.91469073146
2018-01-22 22:00:00+00:00,10630.0,97680.40236996982,97387.55652366465,97680.40236996982,97387.55652366465,97438.35590055978,96952.04038438648,94038.09117713927,93944.05308596215,94038.09117713927,93944.05308596215,94038.09117713927,93944.05308596215
2018-01-22 23:00:00+00:00,10488.78,96382.71408937837,96093.75871253842,96382.71408937837,96093.75871253842,96143.883217561,95664.02842360726,92788.7911549346,92696.00236377968,92788.7911549346,92696.00236377968,92788.7911549346,92696.00236377968
2018-01-23 00:00:00+00:00,10619.5,97583.91655389412,97291.35997206555,97583.91655389412,97291.35997206555,97342.10917083675,96856.27402276502,93945.20312846947,93851.25792534101,93945.20312846947,93851.25792534101,93945.20312846947,93851.25792534101
2018-01-23 01:00:00+00:00,10399.87,95565.70895535071,95279.20295990257,95565.70895535071,95279.20295990257,95328.90257568719,94853.11535582026,92002.25054472205,91910.24829417733,93945.20312846947,93757.40666741566,93945.20312846947,93757.40666741566
2018-01-23 02:00:00+00:00,10350.0,95107.44727461784,94822.31514768853,95107.44727461784,94822.31514768853,94871.77644127881,94398.27074114769,91561.07654594461,91469.51546939868,93945.20312846947,93757.40666741566,93945.20312846947,93757.40666741566
2018-01-23 03:00:00+00:00,10699.97,98323.3654700476,98028.59202036839,98323.3654700476,98028.59202036839,98079.72577472367,97590.2091770201,94657.07944051315,94562.42236107265,97121.82175058256,96830.74755367424,97121.82175058256,96830.74755367424
2018-01-23 04:00:00+00:00,10808.99,98323.3654700476,97930.56342834802,98323.3654700476,97930.56342834802,98079.72577472367,97492.61896784307,94657.07944051315,94467.85993871157,97121.82175058256,96733.91680612057,97121.82175058256,96733.91680612057
2018-01-23 05:00:00+00:00,10808.25,98330.09683814469,97839.33063671147,98330.09683814469,97839.33063671147,98086.44046287429,97401.79416830129,94663.55980905691,94379.85302564561,97121.82175058256,96733.91680612057,97121.82175058256,96733.91680612057
2018-01-23 06:00:00+00:00,10725.91,99079.2005481489,98584.69556485683,99079.2005481489,98584.69556485683,98833.6879365831,98143.82583224487,94663.55980905691,94285.47317261997,97121.82175058256,96733.91680612057,97121.82175058256,96733.91680612057
2018-01-23 07:00:00+00:00,10780.0,98579.55119833621,98087.53996844559,98579.55119833621,98087.53996844559,98335.27668937984,97648.89351048697,94186.17822091456,93716.18825020124,96632.04332259938,96149.84846058225,97121.82175058256,96733.91680612057
2018-01-23 08:00:00+00:00,10850.0,97939.42424250285,97450.60789072841,97939.42424250285,97450.60789072841,97696.73593165659,97014.8097863929,93574.57966103849,93107.64157325188,96004.56252180327,95525.49879525378,96491.16057038396,96009.66871470852
2018-01-23 09:00:00+00:00,10631.21,99914.37047568418,99415.69715343925,99914.37047568418,99415.69715343925,99666.78836064159,98971.11119037124,95461.50890380703,94985.15502023915,97940.49231296875,97451.76827741173,96491.16057038396,95913.65904599382
2018-01-23 10:00:00+00:00,10439.15,99914.37047568418,99316.28145628581,99914.37047568418,99316.28145628581,99666.78836064159,98872.14007918087,95461.50890380703,94890.16986521891,97940.49231296875,97354.31650913431,96491.16057038396,95913.65904599382
2018-01-23 11:00:00+00:00,10350.0,99061.10501557418,98369.65553320776,99061.10501557418,98369.65553320776,98815.63724370667,97929.74745737943,94646.27073606594,93985.73110329009,97940.49231296875,97354.31650913431,96491.16057038396,95913.65904599382
2018-01-23 12:00:00+00:00,10310.0,98678.26016527244,97989.4829514369,98678.26016527244,97989.4829514369,98433.7410611223,97551.27500343787,94280.4880472309,93622.50122463003,97561.97833301524,96881.08987497252,96118.2478725274,95447.4352598485
2018-01-23 13:00:00+00:00,10729.1,102689.51708430889,101972.741176941,102689.51708430889,101972.741176941,102435.05831415008,101516.7201396106,98112.9761695,97428.2422782908,101527.85855797806,100819.29208317824,100025.44066431947,99327.35961653158
2018-01-23 14:00:00+00:00,10524.44,102689.51708430889,101870.76843576405,102689.51708430889,101870.76843576405,102435.05831415008,101415.20341947098,98112.9761695,97330.81403601251,101527.85855797806,100718.47279109506,100025.44066431947,99228.03225691504
2018-01-23 15:00:00+00:00,10362.39,102689.51708430889,101870.76843576405,102689.51708430889,101870.76843576405,102435.05831415008,101415.20341947098,98112.9761695,97330.81403601251,101527.85855797806,100718.47279109506,100025.44066431947,99228.03225691504
2018-01-23 16:00:00+00:00,10196.47,102689.51708430889,101870.76843576405,102689.51708430889,101870.76843576405,102435.05831415008,101415.20341947098,98112.9761695,97330.81403601251,101527.85855797806,100718.47279109506,100025.44066431947,99228.03225691504
2018-01-23 17:00:00+00:00,10260.1,103330.3402291889,102403.9757834383,103330.3402291889,102403.9757834383,103074.29353580321,101946.02626943543,98112.9761695,97330.81403601251,101527.85855797806,100718.47279109506,100025.44066431947,99228.03225691504
2018-01-23 18:00:00+00:00,10317.8,103330.3402291889,102301.57180765487,103330.3402291889,102301.57180765487,103074.29353580321,101844.080243166,98112.9761695,97330.81403601251,101527.85855797806,100718.47279109506,100025.44066431947,99228.03225691504
