context_length,horizon,prediction_length,scale_inputs,starting_capital,threshold,fee_rate,runtime_seconds,model_path,equity_no_tc,equity_tc,fee,cum_fee,final_equity_no_tc,final_equity_tc,total_fees_paid,arc,asd,mdd,ir_star,ir_starstar,pct_long,pct_short,pct_flat,trades_long,trades_short,trades_flat,trades_total,run_name
512,20,96,False,100000.0,0.005,0.001,40.2711439160048,ibm-granite/granite-timeseries-ttm-r2,24265.665889229713,6124.086958627349,0.0,34886.59425315578,24265.665889229713,6124.086958627349,34886.59425315578,-0.7304723390541226,0.7921744507935468,0.8322575149685856,-0.9221104496899449,-0.8093362510240449,0.45310519645120406,0.36089987325728773,0.18599493029150824,343,345,544,1232,ctx512_h20_scaleFalse
