timestamp,y_true,eq_step1_thr0.005_no_tc,eq_step1_thr0.005_tc,eq_step1_thr0.010_no_tc,eq_step1_thr0.010_tc,eq_step1_thr0.015_no_tc,eq_step1_thr0.015_tc,eq_step1_thr0.020_no_tc,eq_step1_thr0.020_tc,eq_step1_thr0.025_no_tc,eq_step1_thr0.025_tc,eq_step1_thr0.030_no_tc,eq_step1_thr0.030_tc,eq_step1_thr0.040_no_tc,eq_step1_thr0.040_tc
2018-01-22 08:00:00+00:00,11541.580078125,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0
2018-01-22 09:00:00+00:00,11634.08984375,100801.5346685532,100700.73313388464,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0
2018-01-22 10:00:00+00:00,11473.26953125,102194.93411136264,101888.55369889678,101382.31967141284,101280.93735174144,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0
2018-01-22 11:00:00+00:00,11634.0302734375,103626.86538525083,103109.55965874021,102802.86478374327,102494.6617951216,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0
2018-01-22 12:00:00+00:00,11756.5,102536.00060580835,101820.09219967888,101720.67413751018,101212.88412533303,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0
2018-01-22 13:00:00+00:00,11753.490234375,102562.25070830045,101846.15902343059,101746.7155093786,101238.7954985689,100025.60086441544,99925.57526355101,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0
2018-01-22 14:00:00+00:00,11744.1103515625,102562.25070830045,101744.31286440715,101746.7155093786,101137.55670307032,100025.60086441544,99825.64968828746,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0
2018-01-22 15:00:00+00:00,11717.9501953125,102562.25070830045,101744.31286440715,101746.7155093786,101137.55670307032,100025.60086441544,99825.64968828746,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0
2018-01-22 16:00:00+00:00,11303.9296875,98938.50471067453,98051.3169123345,101746.7155093786,101137.55670307032,100025.60086441544,99825.64968828746,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0
2018-01-22 17:00:00+00:00,11343.240234375,99282.57326335425,98392.30018064872,102100.54989617877,101387.78340647297,100373.44990277497,100072.6305730429,100347.7600087912,100247.4122487824,100347.7600087912,100247.4122487824,100347.7600087912,100247.4122487824,100000.0,100000.0
2018-01-22 18:00:00+00:00,10686.6904296875,105029.07538603623,103879.09851103174,102100.54989617877,101286.39562306649,100373.44990277497,99972.55794246985,100347.7600087912,100147.16483653363,100347.7600087912,100147.16483653363,100347.7600087912,100147.16483653363,100000.0,100000.0
2018-01-22 19:00:00+00:00,10739.8603515625,105551.63078048892,104187.14051440284,102608.53487965818,101688.53958204515,100872.84197600553,100369.4854863211,100847.02426605618,100544.78563348379,100847.02426605618,100544.78563348379,100847.02426605618,100544.78563348379,100497.53403286854,100397.03649883567
2018-01-22 20:00:00+00:00,10481.080078125,108094.930132717,106484.1669254465,105080.91942135438,103930.47903798142,103303.40445768347,102582.34359804814,103276.96466198798,102761.5086086278,103276.96466198798,102761.5086086278,100847.02426605618,100444.2408478503,100497.53403286854,100296.63946233684
2018-01-22 21:00:00+00:00,10588.91015625,109207.018264307,107364.52404671597,106161.9992018915,104789.72356211895,104366.19704110234,103430.44242166277,104339.48523095659,103611.08867774118,103276.96466198798,102658.74710001917,100847.02426605618,100444.2408478503,100497.53403286854,100296.63946233684
2018-01-22 22:00:00+00:00,10630.0,108783.24478330952,106734.00449049937,105750.04179598052,104174.32503469009,103961.20817388927,102823.02654352208,103934.60001785799,103002.61191847401,103276.96466198798,102658.74710001917,100847.02426605618,100444.2408478503,100497.53403286854,100296.63946233684
2018-01-22 23:00:00+00:00,10488.7802734375,110228.43199712706,108151.96751298939,107154.9328577304,105558.28267309384,103961.20817388927,102720.20351697855,103934.60001785799,102899.60930655553,103276.96466198798,102658.74710001917,100847.02426605618,100444.2408478503,100497.53403286854,100296.63946233684
2018-01-23 00:00:00+00:00,10619.5,111602.18853644251,109280.8457689742,108490.3849463263,106660.08833404441,105256.85746306484,103896.38600849072,103934.60001785799,102899.60930655553,103276.96466198798,102658.74710001917,100847.02426605618,100444.2408478503,100497.53403286854,100296.63946233684
2018-01-23 01:00:00+00:00,10399.8701171875,113910.3175057798,111317.88336847548,110734.15636042722,108648.27399250735,107433.75385835888,105833.0551773862,106084.14981041754,104922.72592252489,105412.91340213046,104677.12810683037,100847.02426605618,100444.2408478503,100497.53403286854,100296.63946233684
2018-01-23 02:00:00+00:00,10350.0,113364.0875222447,110562.51662005861,110203.15690638337,107911.0223401815,107433.75385835888,105727.22212220881,106084.14981041754,104817.80319660236,105412.91340213046,104572.45097872353,100847.02426605618,100444.2408478503,100497.53403286854,100296.63946233684
2018-01-23 03:00:00+00:00,10699.9697265625,113364.0875222447,110451.95410343855,110203.15690638337,107803.11131784132,107433.75385835888,105727.22212220881,106084.14981041754,104817.80319660236,105412.91340213046,104572.45097872353,100847.02426605618,100444.2408478503,100497.53403286854,100296.63946233684
