context_length,horizon,batch_size,starting_capital,threshold,fee_rate,runtime_seconds,model_path,equity_no_tc,equity_tc,fee,cum_fee,final_equity_no_tc,final_equity_tc,total_fees_paid,arc,asd,mdd,ir_star,ir_starstar,pct_long,pct_short,pct_flat,trades_long,trades_short,trades_flat,trades_total,run_name
512,5,8,100000.0,0.005,0.001,62.661784374853596,Datadog/Toto-Open-Base-1.0,520823.7343649627,18997.628876009538,18.986105658351434,213995.90711973733,520823.7343649627,18997.628876009538,213995.90711973733,3.597152411092928,0.7208470508398082,0.3491855531720125,4.990174277472786,51.40652948245707,0.2855636401982495,0.27143309079405253,0.443003269007698,831,824,1213,2868,ctx512_h5
