context_length,horizon,normalize_inputs,batch_size,starting_capital,threshold,fee_rate,runtime_seconds,repo_id,mu,sigma,equity_no_tc,equity_tc,fee,cum_fee,final_equity_no_tc,final_equity_tc,total_fees_paid,arc,asd,mdd,ir_star,ir_starstar,pct_long,pct_short,pct_flat,trades_long,trades_short,trades_flat,trades_total,run_name
512,1,True,128,100000.0,0.005,0.001,26.84703275002539,AutonLab/MOMENT-1-small,7045.29931640625,2598.298583984375,24317.314230256343,18247.498216247066,0.0,9488.076398778188,24317.314230256343,18247.498216247066,9488.076398778188,-0.7292322755283538,0.8192890325972593,0.8189943762309616,-0.8900793816519024,-0.7925263368351185,0.5916517339517234,0.3315062717402762,0.07684199430800043,76,68,126,270,ctx512_h1_normTrue
512,3,True,128,100000.0,0.005,0.001,27.55978616606444,AutonLab/MOMENT-1-small,7045.29931640625,2598.298583984375,24220.71069531245,18175.007775284696,0.0,9488.076398778188,24220.71069531245,18175.007775284696,9488.076398778188,-0.7303008328632918,0.8193557071538626,0.8189943762309616,-0.8913110953972428,-0.7947859645929173,0.5917764891934634,0.33136531365313654,0.0768581971534001,76,68,126,270,ctx512_h3_normTrue
512,5,True,128,100000.0,0.005,0.001,27.68491137516685,AutonLab/MOMENT-1-small,7045.29931640625,2598.298583984375,24145.049017406975,18118.231919219943,0.0,9488.076398778188,24145.049017406975,18118.231919219943,9488.076398778188,-0.7311540197020849,0.819429366616833,0.8189943762309616,-0.8922721707189855,-0.7965724835520892,0.5919012970578931,0.3312242961088263,0.0768744068332806,76,68,126,270,ctx512_h5_normTrue
512,20,True,128,100000.0,0.005,0.001,27.709344791946933,AutonLab/MOMENT-1-small,7045.29931640625,2598.298583984375,24257.27764214026,18202.447289809035,0.0,9488.076398778188,24257.27764214026,18202.447289809035,9488.076398778188,-0.7305586015879127,0.8199885338471473,0.8189943762309616,-0.8909375819687925,-0.794733313042536,0.5928390367553865,0.33016476552598223,0.07699619771863118,76,68,126,270,ctx512_h20_normTrue
