context_length,horizon,feature_cols,use_future_covariates,cross_learning,starting_capital,threshold,fee_rate,runtime_seconds,model_path,n_windows_total,n_windows_kept,device,equity_no_tc,equity_tc,fee,cum_fee,final_equity_no_tc,final_equity_tc,total_fees_paid,arc,asd,mdd,ir_star,ir_starstar,pct_long,pct_short,pct_flat,trades_long,trades_short,trades_flat,trades_total,data_rows,run_name
512,5,"['open', 'high', 'low', 'volume']",False,False,100000.0,0.005,0.001,345.1032152080443,amazon/chronos-2,9484,9484,cpu,394132.78417044866,5446.46503471332,5.419940672192398,169298.31667397098,394132.78417044866,5446.46503471332,169298.31667397098,2.55300096906609,0.6189939487526644,0.2405437305147814,4.124436069545826,43.77453222275765,0.17146472635242013,0.14446904987873035,0.6840662237688495,1099,1041,1560,3700,10000,ctx512_h5_cov4_fut0
