context_length,horizon,num_samples,starting_capital,threshold,fee_rate,runtime_seconds,model_path,equity_no_tc,equity_tc,fee,cum_fee,final_equity_no_tc,final_equity_tc,total_fees_paid,arc,asd,mdd,ir_star,ir_starstar,pct_long,pct_short,pct_flat,trades_long,trades_short,trades_flat,trades_total,data_rows,n_windows,device,run_name
512,3,5,100000.0,0.005,0.001,309.1940026250086,amazon/chronos-t5-mini,586636.6764034942,2900.328640996872,0.0,222756.87110905483,586636.6764034942,2900.328640996872,222756.87110905483,4.129904099799109,0.6390425923526467,0.31489552449885294,6.462642943085833,84.75857390689968,0.19051133368476542,0.17743806009488666,0.6320506062203479,1340,1313,1728,4381,10000,9486,cpu,ctx512_h3_samp5
