variant,threshold,final_equity_no_tc,final_equity_tc,total_fees_paid,arc,asd,mdd,ir_star,ir_starstar,pct_long,pct_short,pct_flat,trades_long,trades_short,trades_flat,trades_total
step1,0.005,19441.336823422946,14735.388017061425,9644.7927392911,-0.7804786912406413,0.813636579352865,0.8239439597794843,-0.9592472991583094,-0.908644414146282,0.5783692437684833,0.33935361216730037,0.08227714406421631,65.0,74.0,127.0,266.0
step1,0.01,20927.828497417293,15672.854042100875,10456.993251913904,-0.7649817221573394,0.8077417597058445,0.8108143002581739,-0.9470622423135867,-0.8935280308753228,0.5493240388677652,0.3164343050274609,0.13424165610477398,73.0,72.0,139.0,284.0
step1,0.015,18454.105808358145,14882.38515215868,7549.003540771697,-0.7908190571021101,0.7961102061539398,0.8442173562180382,-0.9933537479975397,-0.9305222980482908,0.526615969581749,0.2944655682298268,0.17891846218842417,44.0,64.0,106.0,214.0
step1,0.02,16882.44253200279,13560.533201784643,6440.8428579119,-0.8073666921956697,0.7925548611255097,0.8655549944931006,-1.018688713925905,-0.9502057553501585,0.5104562737642585,0.27355302070130966,0.21599070553443178,44.0,66.0,108.0,218.0
step1,0.025,21249.678797698834,16596.92098712491,7437.09816932124,-0.7616373137813978,0.7867056120000735,0.851847919424759,-0.9681350967422953,-0.8656096911737832,0.4922898183354457,0.25464723278411494,0.2530629488804394,57.0,67.0,122.0,246.0
step1,0.03,21334.17027880737,16596.37738971357,8007.249494170221,-0.7607599712633795,0.7735062670549477,0.842397193107828,-0.983521405922025,-0.8882077511984119,0.46979298690325305,0.24007182087029996,0.29013519222644696,73.0,53.0,125.0,251.0
step1,0.04,24381.9986822365,18703.534425209982,10271.831715994285,-0.7292762307600982,0.7580072404909378,0.8203042217214143,-0.9620966552875782,-0.8553341599567025,0.4260667511618082,0.2010984368398817,0.3728348119983101,68.0,65.0,132.0,265.0
mean_horizon,0.005,27001.323482002157,16193.179451207754,19450.634910334924,-0.7024530345484316,0.8075918625278379,0.7770804303423935,-0.8698119274625775,-0.7862790054605943,0.5480566117448247,0.359738065061259,0.09220532319391635,133.0,123.0,215.0,471.0
mean_horizon,0.01,31627.507475125847,19274.221788429084,20505.790245550845,-0.6555375407027957,0.7853631857391326,0.7224004864154787,-0.8346934929039824,-0.7574370863092196,0.5043303760033798,0.3153781157583439,0.1802915082382763,128.0,120.0,236.0,484.0
mean_horizon,0.015,30989.265266034054,18885.457768187665,20158.417987510755,-0.6619781060098918,0.7698445433313518,0.7417622565625693,-0.8598854297847082,-0.7673959185147182,0.46620194338825516,0.27629911280101394,0.2574989438107309,135.0,113.0,246.0,494.0
mean_horizon,0.02,45820.60369770109,27979.894142349265,23128.544891441157,-0.5144905102437796,0.7522487529429632,0.6932087533254976,-0.6839366741798895,-0.50760889383637,0.42807351077313055,0.24419095901985635,0.32773553020701307,139.0,108.0,245.0,492.0
mean_horizon,0.025,53189.374840202545,32937.736138472115,23636.925403056764,-0.4426106435627506,0.7344447285647426,0.644037806932128,-0.6026466340465179,-0.41416483887313915,0.3925855513307985,0.21630756231516687,0.3911068863540346,130.0,110.0,239.0,479.0
mean_horizon,0.03,56098.72636093425,36013.41332708331,22529.26724291169,-0.4144398343688992,0.718815990539029,0.6326594174033403,-0.5765590079014759,-0.3776898172468789,0.3598436839881707,0.18948035487959441,0.4506759611322349,129.0,93.0,221.0,443.0
mean_horizon,0.04,69507.07068363276,47714.73969412671,20987.217092180286,-0.28592361823484236,0.6927040516476504,0.5156370343880837,-0.41276446637600983,-0.22888020416349297,0.3069286016054077,0.14395859738065062,0.5491128010139417,113.0,75.0,188.0,376.0
