year,month,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,108,109,110,111,113,114,115,117,118,119,120,121,122,123,127,129,130,132,133,134,135,138,140,141,142,144,146,151,153,154,157,159,160,164,167,168,174,179,180,181,183,187,188,193,194,198,199,216,218,236,239,240,243,245,271,281,288,292,296,299,301,310,313,358,439,734,6474
2013,1,609,233,168,120,126,92,82,84,53,75,151,50,32,40,31,33,35,29,30,33,28,35,25,20,19,20,19,19,15,21,10,13,14,15,10,11,11,14,12,12,7,6,7,7,9,5,12,15,5,7,5,7,3,7,3,9,3,3,3,2,6,4,4,0,3,6,3,3,3,4,2,2,2,2,1,3,3,5,5,2,1,2,1,3,2,1,1,1,1,2,0,1,1,1,1,2,2,2,1,0,2,0,1,0,1,1,3,1,1,2,1,2,1,2,0,0,0,0,1,0,0,2,0,0,1,1,2,1,1,0,1,0,2,1,1,1,1,0,1,0,1,1,0,1,1,1,0,0,1,0,1,1,1,0,1,1,1,0,0,1,0,0,1,0,1,1,1,0,1,1,0
2013,2,1008,422,289,218,204,160,113,130,106,114,179,62,57,60,56,61,47,30,22,35,36,25,21,23,19,19,15,20,15,21,14,8,18,14,11,5,8,15,9,8,10,2,6,6,11,8,5,9,2,6,1,3,5,4,9,5,5,2,3,3,5,2,3,1,2,1,2,2,2,1,1,0,1,0,5,1,3,1,2,1,2,1,1,1,0,2,4,0,1,3,0,0,0,0,0,0,1,1,0,1,0,0,2,1,0,1,1,1,0,0,0,0,0,1,2,0,0,2,1,2,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0
2013,3,3173,1487,932,622,478,347,264,215,174,156,179,104,78,68,56,56,43,44,45,29,34,24,20,11,19,13,11,13,14,14,11,10,5,6,3,6,8,5,7,8,8,5,6,2,5,2,1,1,3,5,4,1,3,1,1,1,2,3,2,1,1,0,2,1,0,0,3,0,0,2,0,0,0,1,0,2,0,3,0,0,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,4,13838,4226,1663,903,517,320,188,140,100,54,57,30,19,24,18,15,6,3,6,3,4,3,5,1,3,2,1,2,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2013,5,15305,4332,1716,891,502,323,199,126,91,85,75,35,25,17,17,9,9,6,7,11,3,4,2,2,3,1,0,2,4,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,6,12370,3405,1492,840,555,373,256,180,123,147,85,39,39,30,29,19,18,13,8,14,5,3,4,3,5,7,2,1,2,1,2,2,1,1,0,0,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,7,12856,3887,1850,991,601,375,252,162,127,118,67,34,34,26,13,19,8,8,7,9,5,2,0,4,3,2,5,0,2,0,1,3,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,8,9903,3209,1627,943,625,427,268,220,148,96,138,70,62,39,30,29,16,31,8,15,7,7,15,9,4,3,3,5,0,2,3,2,1,2,0,2,2,0,1,1,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,9,10126,3631,1767,1072,654,467,271,183,154,98,80,52,30,16,23,13,11,10,16,7,6,6,3,4,3,0,4,1,1,5,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
