context_length,horizon,normalize_inputs,batch_size,starting_capital,threshold,fee_rate,runtime_seconds,repo_id,mu,sigma,equity_no_tc,equity_tc,fee,cum_fee,final_equity_no_tc,final_equity_tc,total_fees_paid,arc,asd,mdd,ir_star,ir_starstar,pct_long,pct_short,pct_flat,trades_long,trades_short,trades_flat,trades_total,run_name
512,5,True,128,100000.0,0.005,0.001,27.68491137516685,AutonLab/MOMENT-1-small,7045.29931640625,2598.298583984375,24145.049017406975,18118.231919219943,0.0,9488.076398778188,24145.049017406975,18118.231919219943,9488.076398778188,-0.7311540197020849,0.819429366616833,0.8189943762309616,-0.8922721707189855,-0.7965724835520892,0.5919012970578931,0.3312242961088263,0.0768744068332806,76,68,126,270,ctx512_h5_normTrue
