variant,threshold,final_equity_no_tc,final_equity_tc,total_fees_paid,arc,asd,mdd,ir_star,ir_starstar,pct_long,pct_short,pct_flat,trades_long,trades_short,trades_flat,trades_total
step1,0.005,24145.049017406975,18118.231919219943,9488.076398778188,-0.7311540197020849,0.819429366616833,0.8189943762309616,-0.8922721707189855,-0.7965724835520892,0.5919012970578931,0.3312242961088263,0.0768744068332806,76.0,68.0,126.0,270.0
step1,0.01,19885.559064368463,15782.033993923795,7626.99577294083,-0.7753078167277547,0.8105284636844514,0.8364362190349119,-0.9565460702063531,-0.8866398039851582,0.5615311610249921,0.3132974797005167,0.1251713592744912,60.0,56.0,109.0,225.0
step1,0.015,20142.832383833153,16211.744225017714,7437.670106205299,-0.7726219765495437,0.8064519822591533,0.8385152882263944,-0.9580508121328688,-0.8827640026345467,0.5393862701676685,0.3000105451861225,0.160603184646209,60.0,49.0,104.0,213.0
step1,0.02,21582.891348836674,17301.433475563557,7555.2604639692545,-0.7576351922080272,0.7958364964307078,0.8247160666714267,-0.9519985519714015,-0.874564756347805,0.5210376463144575,0.2868290625329537,0.19213329115258884,52.0,59.0,109.0,220.0
step1,0.025,23649.10535794462,18287.09643087376,8448.700874685197,-0.7362625302385972,0.7907306696524397,0.82621221119624,-0.931116698132142,-0.829746071074892,0.5069070969102605,0.2694295054307709,0.22366339765896867,56.0,73.0,127.0,256.0
step1,0.03,26951.140774010993,20591.7401953557,10493.516617017185,-0.7023941634780058,0.7828236497113469,0.8121220707473912,-0.8972572095094493,-0.7760264740964423,0.4876094063060213,0.24770642201834864,0.2646841716756301,69.0,66.0,133.0,268.0
step1,0.04,28243.76356041217,21067.363185788217,12947.931767249607,-0.6892234962705008,0.7717249988589016,0.7927255310360554,-0.8930946869540443,-0.7764879754012595,0.4423705578403459,0.21301275967520827,0.3446166824844458,83.0,64.0,145.0,292.0
mean_horizon,0.005,22390.581722845272,17107.052268553525,9331.489316860912,-0.7492628931239211,0.8168116077388299,0.810533053069813,-0.9173019653798713,-0.8479608843164383,0.599704734788569,0.33417694822313615,0.06611831698829485,78.0,57.0,119.0,254.0
mean_horizon,0.01,21988.877002034154,18019.06122029109,6968.710630164486,-0.7534239476780572,0.8096626561781852,0.8056085796273025,-0.9305405676413568,-0.8702632589529722,0.5637456501107244,0.3168828429821786,0.11937150690709691,52.0,48.0,92.0,192.0
mean_horizon,0.015,23514.374747755865,18887.44361836333,8074.634899083284,-0.7376517275528194,0.8052907782272031,0.8028978164441833,-0.9160066742310314,-0.8415689915422837,0.5452915743962881,0.3020141305494042,0.1526942950543077,53.0,57.0,104.0,214.0
mean_horizon,0.02,23799.388031531835,19738.34714010507,6568.570277952138,-0.7347136826099625,0.7995290245136365,0.8084319306485027,-0.9189330969653016,-0.8351386111159227,0.5289465359063588,0.2832436992512918,0.18780976484234946,35.0,59.0,90.0,184.0
mean_horizon,0.025,21953.64544178412,18501.404461444752,5658.358927024102,-0.7537891662439616,0.7946863676824423,0.8337263101956057,-0.9485366767297773,-0.857591588462894,0.5193504165348518,0.2647896235368554,0.21585995992829274,29.0,57.0,84.0,170.0
mean_horizon,0.03,25412.654936803483,20617.530397676015,7475.058274295327,-0.7181325706119899,0.7883039596770306,0.8163092527984352,-0.9109843503846028,-0.8014211906655023,0.5096488453021196,0.24717916271222187,0.24317199198565856,43.0,62.0,103.0,208.0
mean_horizon,0.04,23968.12263883744,18720.143557632768,7209.8091942420715,-0.7329755461453833,0.7744387214743043,0.8390912836158527,-0.9464603535706644,-0.8267661792099015,0.46894442686913423,0.20837287778129285,0.32268269534957295,78.0,46.0,122.0,246.0
