timestamp,y_true,eq_step1_thr0.005_no_tc,eq_step1_thr0.005_tc,eq_step1_thr0.010_no_tc,eq_step1_thr0.010_tc,eq_step1_thr0.015_no_tc,eq_step1_thr0.015_tc,eq_step1_thr0.020_no_tc,eq_step1_thr0.020_tc,eq_step1_thr0.025_no_tc,eq_step1_thr0.025_tc,eq_step1_thr0.030_no_tc,eq_step1_thr0.030_tc,eq_step1_thr0.040_no_tc,eq_step1_thr0.040_tc
2018-01-22 08:00:00+00:00,11541.580078125,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0
2018-01-22 09:00:00+00:00,11634.08984375,100801.5346685532,100700.73313388464,100801.5346685532,100700.73313388464,100801.5346685532,100700.73313388464,100801.5346685532,100700.73313388464,100801.5346685532,100700.73313388464,100801.5346685532,100700.73313388464,100801.5346685532,100700.73313388464
2018-01-22 10:00:00+00:00,11473.26953125,99408.13522574375,99308.727090518,99408.13522574375,99308.727090518,99408.13522574375,99308.727090518,99408.13522574375,99308.727090518,99408.13522574375,99308.727090518,99408.13522574375,99308.727090518,99408.13522574375,99308.727090518
2018-01-22 11:00:00+00:00,11634.0302734375,100801.01853200953,100700.21751347752,100801.01853200953,100700.21751347752,100801.01853200953,100700.21751347752,100801.01853200953,100700.21751347752,100801.01853200953,100700.21751347752,100801.01853200953,100700.21751347752,100801.01853200953,100700.21751347752
2018-01-22 12:00:00+00:00,11756.5,101862.13603700885,101760.27390097184,101862.13603700885,101760.27390097184,101862.13603700885,101760.27390097184,101862.13603700885,101760.27390097184,101862.13603700885,101760.27390097184,101862.13603700885,101760.27390097184,101862.13603700885,101760.27390097184
2018-01-22 13:00:00+00:00,11753.490234375,101836.05844967136,101734.22239122167,101836.05844967136,101734.22239122167,101836.05844967136,101734.22239122167,101836.05844967136,101734.22239122167,101836.05844967136,101734.22239122167,101836.05844967136,101734.22239122167,101836.05844967136,101734.22239122167
2018-01-22 14:00:00+00:00,11744.1103515625,101754.78809718056,101653.03330908336,101754.78809718056,101653.03330908336,101754.78809718056,101653.03330908336,101754.78809718056,101653.03330908336,101754.78809718056,101653.03330908336,101754.78809718056,101653.03330908336,101754.78809718056,101653.03330908336
2018-01-22 15:00:00+00:00,11717.9501953125,101528.12800321663,101426.59987521339,101528.12800321663,101426.59987521339,101528.12800321663,101426.59987521339,101528.12800321663,101426.59987521339,101528.12800321663,101426.59987521339,101528.12800321663,101426.59987521339,101528.12800321663,101426.59987521339
2018-01-22 16:00:00+00:00,11303.9296875,97940.91979593484,97842.97887613888,97940.91979593484,97842.97887613888,97940.91979593484,97842.97887613888,97940.91979593484,97842.97887613888,97940.91979593484,97842.97887613888,97940.91979593484,97842.97887613888,97940.91979593484,97842.97887613888
2018-01-22 17:00:00+00:00,11343.240234375,98281.51914722736,98183.23762808011,98281.51914722736,98183.23762808011,98281.51914722736,98183.23762808011,98281.51914722736,98183.23762808011,98281.51914722736,98183.23762808011,98281.51914722736,98183.23762808011,98281.51914722736,98183.23762808011
